"resid","storage","storagemax"
"reservoir.663",0,20105.724
"reservoir.664",47.2128660884967,12458.148
"reservoir.665",0,18502.2
"reservoir.666",234361.2,234361.2
"reservoir.667",6.74525463311388,149621.124
"reservoir.668",0,14185.02
"reservoir.669",0,1677532.8
"reservoir.67",0,43171.8
"reservoir.670",0,13568.28
"reservoir.671",0,11471.364
"reservoir.672",0,70111.0032
"reservoir.673",0,706784.04
"reservoir.674",0,23880.1728
"reservoir.675",0,27136.56
"reservoir.676",0,40704.84
"reservoir.677",0,7025.90208
"reservoir.678",54889.86,54889.86
"reservoir.679",0,14801.76
"reservoir.68",0,32563.872
"reservoir.680",0,7400.88
"reservoir.681",0,41444.928
"reservoir.682",0,371092.458
"reservoir.683",866.578088438915,33303.96
"reservoir.684",0,19488.984
"reservoir.686",0,10583.2584
"reservoir.687",30871.2339983773,85110.12
"reservoir.688",97.3001211379211,24546.252
"reservoir.689",0,17022.024
"reservoir.69",0,13938.324
"reservoir.690",377444.88,377444.88
"reservoir.691",0,53286.336
"reservoir.692",0,26519.82
"reservoir.693",12748.7783880634,16935.6804
"reservoir.694",0,11594.712
"reservoir.695",0,53656.38
"reservoir.696",101.915549760413,151471.344
"reservoir.697",0,191189.4
"reservoir.698",4.87092043763644,58248.62604
"reservoir.699",0,6435.06516
"reservoir.7",0,13296.9144
"reservoir.70",0,7400.88
"reservoir.700",0,46872.24
"reservoir.701",0,29603.52
"reservoir.702",0,7955.946
"reservoir.703",0,91277.52
"reservoir.704",0,171453.72
"reservoir.705",4278.73326607806,304669.56
"reservoir.706",1.05795597522317e-13,20031.7152
"reservoir.707",253172.421339199,289851.7648
"reservoir.708",0,25286.34
"reservoir.709",0,11471.364
"reservoir.71",0,9559.47
"reservoir.710",393.925742087699,14801.76
"reservoir.711",9251.1,9251.1
"reservoir.712",0,24422.904
"reservoir.713",0,70185.012
"reservoir.714",0,19735.68
"reservoir.715",0,13568.28
"reservoir.716",55136.556,55136.556
"reservoir.717",0,94607.916
"reservoir.718",0,101145.36
"reservoir.72",0,610572.6
"reservoir.720",0,57603.516
"reservoir.721",0,107929.5
"reservoir.722",0,45885.456
"reservoir.723",0,273832.56
"reservoir.724",0,168986.76
"reservoir.725",0,7067.8404
"reservoir.726",0,33612.33
"reservoir.727",0,25977.0888
"reservoir.728",5484.67645695975,7820.2632
"reservoir.729",0,20969.16
"reservoir.73",0,80311.8828
"reservoir.730",0,208458.12
"reservoir.731",3801.91223789269,8511.012
"reservoir.732",24.8460609891193,125814.96
"reservoir.734",0,621057.18
"reservoir.735",0,296035.2
"reservoir.736",79.5769486117139,69814.968
"reservoir.737",0,29726.868
"reservoir.738",0,8387.664
"reservoir.739",0,1077444.78
"reservoir.74",0,12581.496
"reservoir.740",0,88070.472
"reservoir.741",9403.4372856774,314981.4528
"reservoir.742",0,20969.16
"reservoir.743",0,88563.864
"reservoir.744",0,22819.38
"reservoir.745",0,8511.012
"reservoir.746",0,19735.68
"reservoir.747",0,7191.1884
"reservoir.748",0,80299.548
"reservoir.749",78.0408045472378,83753.292
"reservoir.75",267.707617455004,37004.4
"reservoir.750",0,9991.188
"reservoir.751",3012.92693660233,775858.92
"reservoir.752",5324.89032916658,18502.2
"reservoir.753",3067.10141595933,282466.92
"reservoir.754",0,1161617.455
"reservoir.755",0,9177.0912
"reservoir.756",0,41321.58
"reservoir.757",28986.8701550705,41074.884
"reservoir.758",0,431718
"reservoir.759",0,119030.82
"reservoir.76",0,300969.12
"reservoir.760",0,64585.0128
"reservoir.761",16651.2070492957,16651.98
"reservoir.762",0,151718.04
"reservoir.763",0,87577.08
"reservoir.764",0,14172.6852
"reservoir.765",8202.642,8202.642
"reservoir.766",0,67841.4
"reservoir.767",81.5095007494968,64264.308
"reservoir.768",0,26396.472
"reservoir.769",5825.1041083654,43171.8
"reservoir.77",0,90044.04
"reservoir.770",0,21585.9
"reservoir.771",931.572894895673,40729.5096
"reservoir.772",4198.69332301533,27975.3264
"reservoir.773",0,15268.01544
"reservoir.774",125.369099274585,11088.9852
"reservoir.775",0,62907.48
"reservoir.776",77.067225048982,14061.672
"reservoir.777",0,19735.68
"reservoir.778",210094.734582849,236211.42
"reservoir.779",6579.38232,6579.38232
"reservoir.78",95144.6113686761,278766.48
"reservoir.780",1170545.80688307,28740084
"reservoir.781",0,123964.74
"reservoir.782",0,20969.16
"reservoir.783",0,11101.32
"reservoir.785",0,17638.764
"reservoir.786",0,308370
"reservoir.787",3150.39038565634,12781.31976
"reservoir.788",398.180603501608,80176.2
"reservoir.789",0,12334.8
"reservoir.79",0,2941849.8
"reservoir.790",0,1560352.2
"reservoir.791",0,1603524
"reservoir.792",0,135682.8
"reservoir.793",0,49092.504
"reservoir.794",0,1082995.44
"reservoir.795",207.463648477842,20969.16
"reservoir.796",4448.87690898405,19982.376
"reservoir.797",511.091031314334,12334.8
"reservoir.798",0,79230.12084
"reservoir.8",0,199170.0156
"reservoir.80",268.0218553538,117180.6
"reservoir.800",0,698149.68
"reservoir.801",0,17022.024
"reservoir.803",0,10237.884
"reservoir.804",55.4211508062917,58713.648
"reservoir.805",0,39964.752
"reservoir.806",0,73022.016
"reservoir.807",0,7400.88
"reservoir.808",1397.14095693537,19340.9664
"reservoir.809",0,31453.74
"reservoir.81",0,164052.84
"reservoir.810",0,46872.24
"reservoir.811",0,39718.056
"reservoir.812",13568.28,13568.28
"reservoir.813",0,30528.63
"reservoir.814",0,132544.8269
"reservoir.815",857.234620821706,31440.17172
"reservoir.816",0.241216252751677,69168.62448
"reservoir.817",1250.7475027617,27506.604
"reservoir.818",2149.50712286398,141850.2
"reservoir.819",0,15295.152
"reservoir.82",6002.83582633067,49141.8432
"reservoir.820",0,43171.8
"reservoir.821",0,52299.552
"reservoir.822",0,93249.85452
"reservoir.823",0,74008.8
"reservoir.824",0,106079.28
"reservoir.825",0,88810.56
"reservoir.826",0,19118.94
"reservoir.827",3066.74941678554,22819.38
"reservoir.828",0,131488.968
"reservoir.829",0,1747841.16
"reservoir.83",373.803141016088,12680.1744
"reservoir.830",2.07028738531979e-13,22819.38
"reservoir.831",322.360822771552,12704.844
"reservoir.832",0,674836.908
"reservoir.833",0,42555.06
"reservoir.834",7846.95914840838,33057.264
"reservoir.835",0,30343.608
"reservoir.836",408.963580663641,27189.59964
"reservoir.837",0,86343.6
"reservoir.838",0,9732.1572
"reservoir.839",322.035071719998,15418.5
"reservoir.84",475.744354663378,41938.32
"reservoir.840",2337.51571188178,83259.9
"reservoir.841",42.4260137291165,23460.7896
"reservoir.842",0,9251.1
"reservoir.843",0,48845.808
"reservoir.844",276.24322503132,8517.1794
"reservoir.845",0,15541.848
"reservoir.846",7.92441387835611,16993.65396
"reservoir.847",0,16651.98
"reservoir.848",1306948.00115044,2318942.4
"reservoir.849",97.2816610152381,37083.34272
"reservoir.85",203.828396993635,15726.87
"reservoir.850",0,69814.968
"reservoir.851",0,50697.26148
"reservoir.852",0,203339.178
"reservoir.853",2.09024220933778e-13,14061.672
"reservoir.854",0,120510.996
"reservoir.855",0,49339.2
"reservoir.856",0,15800.8788
"reservoir.857",0,247621.11
"reservoir.858",0,21807.9264
"reservoir.859",22878.58704,22878.58704
"reservoir.86",4.0965822027664e-13,1919169.065
"reservoir.860",0,10731.276
"reservoir.861",0,384414.042
"reservoir.862",0,15603.522
"reservoir.863",0,41617.6152
"reservoir.864",234.771564047522,9867.84
"reservoir.865",19.9406741496036,71973.558
"reservoir.866",29146.9147290577,1816916.04
"reservoir.867",0,46255.5
"reservoir.868",0,12001.7604
"reservoir.869",0,11462.72964
"reservoir.87",0,122114.52
"reservoir.870",0,165936.364
"reservoir.871",24909.8501815812,64140.96
"reservoir.872",0,19242.288
"reservoir.873",0,14555.064
"reservoir.874",4.85576225052059,11875.94544
"reservoir.875",0,129515.4
"reservoir.876",0,505726.8
"reservoir.877",0,16614.9756
"reservoir.878",0,152828.172
"reservoir.88",0,227199.6151
"reservoir.880",1.90894930713181e-13,123348
"reservoir.881",0,226220.232
"reservoir.882",0,217092.48
"reservoir.883",0,49992.9444
"reservoir.884",0,2063118.648
"reservoir.885",9.09835716677785,8243.34684
"reservoir.886",6311.02082954936,188105.7
"reservoir.887",0,49992.9444
"reservoir.888",3.31197396746187e-14,29227.3086
"reservoir.889",0,272599.08
"reservoir.89",0,2114924.808
"reservoir.891",1928.6256971953,31700.436
"reservoir.892",5633.9199,13521.40776
"reservoir.893",0,44281.932
"reservoir.894",0,15564.05064
"reservoir.895",0.352145133428425,45515.412
"reservoir.896",0,9251.1
"reservoir.897",3926.95363824144,15073.1256
"reservoir.898",0,12088.104
"reservoir.899",50.9389463109328,123348
"reservoir.9",0,49339.2
"reservoir.90",2083.92957319446,10255.15272
"reservoir.900",954.652126969473,752102.0952
"reservoir.901",0,50634.354
"reservoir.902",0,44405.28
"reservoir.903",904.328440099286,632158.5
"reservoir.904",2710.82141299162,17515.416
"reservoir.905",24157.7058,24157.7058
"reservoir.906",0,27136.56
"reservoir.907",0,91277.52
"reservoir.908",0,17197.17816
"reservoir.909",7934.63059012739,9522.4656
"reservoir.91",11026.1622377734,58960.344
"reservoir.910",0,51806.16
"reservoir.911",7726.54789217985,39625.545
"reservoir.912",0,20562.1116
"reservoir.913",3152.415285453,10484.58
"reservoir.914",0,36881.052
"reservoir.915",278.125966953193,9867.84
"reservoir.916",493.409409476705,555066
"reservoir.917",0,7490.92404
"reservoir.918",0,11101.32
"reservoir.919",2.11105861836315e-13,36634.356
"reservoir.92",0,61674
"reservoir.920",0,8494.97676
"reservoir.921",0,243488.952
"reservoir.922",0,64585.0128
"reservoir.923",1372.43785541813,19667.8386
"reservoir.924",0,13321.584
"reservoir.925",6784.14,6784.14
"reservoir.926",0.371041107055318,13338.85272
"reservoir.927",986.073599051807,9793.8312
"reservoir.928",0,3405638.28
"reservoir.929",664.162342519888,203524.2
"reservoir.93",5393.66843464701,14061.672
"reservoir.930",0,33303.96
"reservoir.931",10740.6456205188,37004.4
"reservoir.932",21462.552,21462.552
"reservoir.933",0,75612.324
"reservoir.934",0,175154.16
"reservoir.935",20105.724,20105.724
"reservoir.936",10.114813539119,8807.0472
"reservoir.937",90947.2357961638,284502.162
"reservoir.938",0,34167.396
"reservoir.939",0,23066.076
"reservoir.94",21.8192076781297,9867.84
"reservoir.940",8176.02028624802,46625.544
"reservoir.941",14609.9931175064,230784.108
"reservoir.942",0,182555.04
"reservoir.943",7795.23977825259,17662.20012
"reservoir.944",47.4822564663229,43541.844
"reservoir.946",0,8807.0472
"reservoir.947",0,67841.4
"reservoir.948",3567.38446437063,10274.8884
"reservoir.949",0,238308.336
"reservoir.95",0,39064.3116
"reservoir.950",0.0522586007299813,15234.71148
"reservoir.951",0,5750483.76
"reservoir.952",3067.39651048094,9867.84
"reservoir.953",0,192601.7346
"reservoir.954",295.663660469064,15911.892
"reservoir.955",0,20349.95304
"reservoir.956",0,65991.18
"reservoir.957",0,91717.87236
"reservoir.958",0,10977.972
"reservoir.959",1.81998665650833e-14,55069.94808
"reservoir.96",35.6529756322729,105339.192
"reservoir.960",1.54690555361854e-13,182555.04
"reservoir.961",0,71911.884
"reservoir.962",731.133345381782,14801.76
"reservoir.963",0,8992.0692
"reservoir.964",0,16405.284
"reservoir.965",0,7889.33808
"reservoir.966",976.031111495646,8745.3732
"reservoir.967",0,43171.8
"reservoir.968",431.046290473432,9091.98108
"reservoir.969",5.77154344086849e-13,340440.48
"reservoir.97",409.153342077265,27136.56
"reservoir.970",0,41013.21
"reservoir.971",0,21129.5124
"reservoir.972",0,9559.47
"reservoir.973",0,30960.348
"reservoir.974",0,205991.16
"reservoir.975",0,23436.12
"reservoir.976",0,9909.77832
"reservoir.977",22572.684,22572.684
"reservoir.978",0,52176.204
"reservoir.979",0,19920.702
"reservoir.98",0,9374.448
"reservoir.980",0,18502.2
"reservoir.981",0,123348
"reservoir.982",0,42801.756
"reservoir.983",0,27753.3
"reservoir.984",0,333039.6
"reservoir.985",0,10484.58
"reservoir.986",0,61377.9648
"reservoir.987",0,8634.36
"reservoir.988",1248.06876896102,12912.06864
"reservoir.99",30.8429712142066,9867.84
"reservoir.990",0,176634.336
"reservoir.991",0,167753.28
"reservoir.992",0,31453.74
"reservoir.993",0,98678.4
"reservoir.994",0,44405.28
"reservoir.995",0,82643.16
"reservoir.996",0,51806.16
"reservoir.997",0,11964.756
"reservoir.998",0,15955.0638
"reservoir.999",2466.78037908486,10237.884
"usgsres.3170500",0,663.61224
"usgsres.5113750",0,1480.176
"usgsres.6886900",0,2988722.04
"usgsres.7233550",0,75242.28
"usgsres.7332610",0,13617.6192
"usgsres.7342495",0,373329.9907
"usgsres.7343460",0,21893.03652
"usgsres.7344488",0,45057.79092
"usgsres.8025350",0,11045918.246
"usgsres.8051100",0,973286.0284
"usgsres.8064550",0,1390595.748
"usgsres.8072500",0,9214.0956
"usgsres.8073000",0,23619.909
"usgsres.8079700",0,116930.2036
"usgsres.8092500",0,683594.616
"usgsres.8095550",0,244723.6655
"usgsres.8118000",0,157515.396
"usgsres.8123000",0,37965.28092
"usgsres.8123755",0,5044.9332
"usgsres.8123950",0,61390.2996
"usgsres.8131200",0,274794.6744
"usgsres.8134500",0,143075.0456
"usgsres.8136600",0,146907.468
"usgsres.8180010",0,0
"usgsres.8202800",0,0
"usgsres.9125800",0,7931.2764
"usgsres.9129550",0,8239.6464
"usgsres.9143600",0,1171.806
"usgsres.9147022",0,76636.1124
