"filepath","choice","costs","objective","exclcosts"
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.1016459496336566,3.156654830401584e10,3.1623911562152267e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.1016459496336566,2.832456216524079e10,2.838082968527848e10
"currentprofits-pfixed-lybymc.csv","optimal",1.1092898648952227,4.187569613869106e10,4.192742998468151e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.1092898648952227,3.156615028150738e10,3.1623911562152267e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.1092898648952227,2.8324171745655117e10,2.838082968527848e10
"currentprofits-pfixed-lybymc.csv","optimal",1.116986818467823,4.187533717659903e10,4.192742998468151e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.116986818467823,3.1565749497267414e10,3.1623911562152267e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.116986818467823,2.8323778617091946e10,2.838082968527848e10
"currentprofits-pfixed-lybymc.csv","optimal",1.1247371783647517,4.187497572380127e10,4.192742998468151e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.1247371783647517,3.1565345932133137e10,3.1623911562152267e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.1247371783647517,2.8323382760754486e10,2.838082968527848e10
"currentprofits-pfixed-lybymc.csv","optimal",1.1325413151528119,4.187461176301551e10,4.192742998468151e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.1325413151528119,3.156493956680934e10,3.1623911562152267e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.1325413151528119,2.8322984157715755e10,2.838082968527848e10
"currentprofits-pfixed-lybymc.csv","optimal",1.1403996019700327,4.18742452768403e10,4.192742998468151e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.1403996019700327,3.156453038691863e10,3.162391064419703e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.1403996019700327,2.8322582788917454e10,2.838082968527848e10
"currentprofits-pfixed-lybymc.csv","optimal",1.1483124145435113,4.1873876247752426e10,4.192742998468151e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.1483124145435113,3.156411836919643e10,3.162391064419703e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.1483124145435113,2.832217863516906e10,2.838082968527848e10
"currentprofits-pfixed-lybymc.csv","optimal",1.1562801312073758,4.187350466705277e10,4.1927428121905075e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.1562801312073758,3.156370349263497e10,3.162391064419703e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.1562801312073758,2.8321771677146576e10,2.838082968527848e10
"currentprofits-pfixed-lybymc.csv","optimal",1.1643031329208766,4.187313051207161e10,4.1927428121905075e10
"all2050profits-pfixed-notime-histco-lybymc.csv","optimal",1.1643031329208766,3.1563285737398167e10,3.162391064419703e10
"all2070profits-pfixed-notime-histco-lybymc.csv","optimal",1.1643031329208766,2.832136189539245e10,2.8380829685278477e10
"currentprofits-pfixed-lybymc.csv","optimal",1.172381803286599,4.18727537609669e10,4.1927428121905075e10
