fips,naics,year,MGwithdrawal,MG_min_of_min_withdrawal,MG_max_of_maxwithdrawl,fix_revenue2015dollar,hours,materials_2015dollar,labor_2015dollar,ln_fix_revenue,ln_MGwithdrawal,ln_hours,ln_materials
36065,333,2010,0,.,.,353409,1728.738,248979.5,73698.34,5.867626,.,7.455147,12.42513
36065,333,2011,0,.,.,349824.7,1771.779,198532.9,74810.21,5.857432,.,7.47974,12.19871
36065,333,2012,0,.,.,351364,1820,158554.5,76777.81,5.861823,.,7.506592,11.97385
36065,333,2013,0,.,.,356325.3,1873.4,126751.1,79286.46,5.875844,.,7.53551,11.74998
36065,333,2014,0,.,.,360510.8,1926.8,95684.52,81580.11,5.887522,.,7.563616,11.46881
36065,335,2009,0,.,.,164857.8,729.8574,138072.3,26785.53,5.105083,.,6.592849,11.83553
36065,335,2010,0,.,.,138537.1,715.2382,108512.9,22050.84,4.931139,.,6.572616,11.59462
36065,335,2011,0,.,.,124780.1,702.2608,77265.87,17008.12,4.826553,.,6.554305,11.25501
36065,335,2012,0,.,.,113338.4,686,51144.39,12770.29,4.730378,.,6.530878,10.84241
36065,335,2013,0,.,.,103326.2,666.4558,28970.61,9129.979,4.637891,.,6.501974,10.27404
36065,335,2014,0,.,.,93434.49,646.9116,7414.873,5583.452,4.537261,.,6.472209,8.911243
36067,311,2009,0,.,.,550399.3,1646.626,351145.2,46472.49,6.310644,.,7.406484,12.76896
36067,311,2010,0,.,.,572525.3,1670.084,411162.8,47488.18,6.350057,.,7.420629,12.92674
36067,311,2011,0,.,.,585373.1,1694.095,464069,47997.32,6.372249,.,7.434904,13.04779
36067,311,2012,0,.,.,602653.9,1717,515267.4,48455.59,6.401343,.,7.448334,13.15244
36067,311,2013,0,.,.,622089.4,1738.8,564060.3,48682.85,6.433084,.,7.46095,13.24292
36067,311,2014,0,.,.,659207.6,1760.6,610389.9,48817.72,6.491038,.,7.47341,13.32185
36067,312,2009,186.15,146,266.45,562108.8,1573.934,282892.7,88272.95,6.331696,5.226553,7.361334,12.55282
36067,312,2010,178.85,146,266.45,510362.6,1385.174,256638,75496.95,6.235121,5.186547,7.233581,12.45542
36067,312,2011,164.25,146,266.45,452467.4,1196.865,227145.4,62011,6.114716,5.101389,7.087461,12.33335
36067,312,2012,146,146,266.45,403654.2,1007.654,202542.2,50140.95,6.000559,4.983607,6.91538,12.2187
36067,312,2013,0,.,.,360515.9,817.5414,181094.9,39289.08,5.887536,.,6.706302,12.10678
36067,312,2014,0,.,.,318045.5,627.4288,159976.4,28695.57,5.762194,.,6.44163,11.98278
36067,322,2009,0,.,.,542127.8,1487.394,272253.6,82291.39,6.295502,.,7.30478,12.51449
36067,322,2010,0,.,.,565398.8,1489.037,283851.4,80038.02,6.337532,.,7.305885,12.55621
36067,322,2011,0,.,.,579455.7,1490.909,290751,76587.65,6.362089,.,7.307141,12.58022
36067,322,2012,0,.,.,597806.8,1492.323,299962.4,74258.11,6.393268,.,7.308089,12.61141
36067,322,2013,0,.,.,618228.2,1493.28,310359.9,72621.87,6.426857,.,7.30873,12.64549
36067,322,2014,0,.,.,636947.1,1494.237,319898.4,70907.38,6.456686,.,7.309371,12.67576
36067,324,2009,0,.,.,17449.9,53.57228,8778.705,2616.181,2.859334,.,3.981032,9.080084
36067,324,2010,0,.,.,18628.31,59.38152,9362.139,2608.202,2.924682,.,4.083983,9.144429
36067,324,2011,0,.,.,19544.5,65.6025,9810.034,2569.459,2.972694,.,4.183614,9.191161
36067,324,2012,0,.,.,20465.46,71,10268.99,2542.17,3.018738,.,4.26268,9.236883
36067,324,2013,0,.,.,21331.37,75.57401,10708.35,2514.715,3.060179,.,4.325112,9.278779
36067,324,2014,0,.,.,22133.68,80.14802,11115.65,2483.669,3.0971,.,4.383875,9.316109
36067,325,2009,0,.,.,430726.4,976.5329,216823.4,89242.36,6.065473,.,6.884008,12.28684
36067,325,2010,0,.,.,454147.6,871.0219,228335.6,84334.41,6.118422,.,6.769667,12.33857
36067,325,2011,0,.,.,471600.9,768.4227,236740.6,78325.73,6.156133,.,6.64434,12.37472
36067,325,2012,0,.,.,489016.8,660,245374.7,73509.29,6.192397,.,6.49224,12.41054
36067,325,2013,0,.,.,504862.4,545.7538,253450.2,69394.59,6.224286,.,6.302168,12.44292
36067,325,2014,0,.,.,519342.9,431.5076,260836.8,65282.11,6.252564,.,6.067285,12.47165
36067,326,2009,0,.,.,352327.5,1856.027,175623.5,61639.76,5.864561,.,7.526193,12.0761
36067,326,2010,0,.,.,328394.8,1848.018,163772.2,59560.64,5.794217,.,7.521869,12.00623
36067,326,2011,0,.,.,299835.6,1837.939,149658.5,56726.23,5.703234,.,7.5164,11.91611
36067,326,2012,0,.,.,277232,1832,138414,54507.73,5.624855,.,7.513164,11.838
36067,326,2013,0,.,.,258531.5,1830.2,129021.7,52591.98,5.555017,.,7.51218,11.76774
36067,326,2014,0,.,.,239940.9,1828.4,119686,50641.61,5.480392,.,7.511197,11.69263
36067,327,2009,0,.,.,212493.5,912.3223,102736.4,38372.33,5.358911,.,6.815993,11.53992
36067,327,2010,0,.,.,166785.6,778.2148,77070.09,32269.34,5.116709,.,6.657002,11.25247
36067,327,2011,171.55,138.7,419.75,118948.9,638.2716,50417.6,25767.02,4.778694,5.144875,6.458764,10.8281
36067,327,2012,138.7,138.7,419.75,78096.1,510,27593.29,20231.38,4.35794,4.932313,6.234411,10.22533
36067,327,2013,138.7,138.7,419.75,42458.6,393.4,7678.257,15382.72,3.748529,4.932313,5.974827,8.946148
36067,327,2014,138.7,138.7,419.75,7821.624,276.8,.,10653.3,2.056892,4.932313,5.623295,.
36067,331,2009,0,.,.,405189.2,1702.723,216559.6,55623.07,6.004354,.,7.439984,12.28562
36067,331,2010,0,.,.,392822,1584.149,205795.8,51544.4,5.973357,.,7.367802,12.23464
36067,331,2011,0,.,.,374901.3,1460.05,191975.2,46892.96,5.926663,.,7.286226,12.16512
36067,331,2012,0,.,.,362010.5,1347,181646.6,42911.77,5.891673,.,7.205635,12.10982
36067,331,2013,0,.,.,352055.3,1245,173601.9,39287.33,5.863788,.,7.126891,12.06452
36067,331,2014,0,.,.,341781.8,1143,165494.8,35703.19,5.834173,.,7.041412,12.0167
36067,332,2009,0,.,.,656946.3,2899.776,327662.8,104706.3,6.487602,.,7.972389,12.69974
36067,332,2010,94.89999,65.7,175.2,539444.6,2674.184,262376.8,95566.13,6.29054,4.552824,7.891399,12.47754
36067,332,2011,65.7,65.7,175.2,413281.8,2439.928,192381.3,85252.34,6.02413,4.185099,7.799724,12.16723
36067,332,2012,73,65.7,175.2,309280,2223,135225.5,76611.56,5.734247,4.29046,7.706613,11.8147
36067,332,2013,76.64999,65.7,175.2,222212.8,2023.4,88134.48,69015.74,5.403636,4.33925,7.612535,11.38662
36067,332,2014,83.95,65.7,175.2,137381.8,1823.8,42309.32,61527.8,4.922764,4.430222,7.508677,10.65276
36067,333,2009,0,.,.,260701.6,1027.116,117839.8,58036.73,5.563376,.,6.93451,11.67708
36067,333,2010,0,.,.,289002.3,1154.411,128732.3,69201.95,5.666435,.,7.051345,11.76549
36067,333,2011,0,.,.,319085.1,1294.228,141252.2,80077.93,5.765458,.,7.165669,11.8583
36067,333,2012,0,.,.,336227.4,1409,146565.6,88711.61,5.817788,.,7.250636,11.89523
36067,333,2013,0,.,.,340329,1498.728,144675.8,95103.02,5.829913,.,7.312372,11.88225
36067,333,2014,0,.,.,343708.9,1588.456,142588.7,101134.5,5.839795,.,7.370518,11.86772
36067,335,2009,0,.,.,862607.6,2270.717,433105.1,123204.5,6.75996,.,7.727851,12.97874
36067,335,2010,0,.,.,881077.5,2147.478,442278.8,111319.5,6.781146,.,7.67205,12.9997
36067,335,2011,0,.,.,885039.1,2018.799,444060.3,97798.7,6.785632,.,7.610258,13.00372
36067,335,2012,0,.,.,898325.9,1901,450754.4,86926.55,6.800533,.,7.550135,13.01868
36067,335,2013,0,.,.,917059.8,1794.08,460401.2,77916.08,6.821173,.,7.492248,13.03985
36067,335,2014,0,.,.,933617.2,1687.16,468947.9,69040.53,6.839067,.,7.430802,13.05825
36069,311,2009,10.95,3.65,32.85,227889.4,588.0063,98219.73,16056.95,5.428861,2.393339,6.376738,11.49496
36069,311,2010,18.25,3.65,32.85,299068.3,729.0042,137455.9,17594.74,5.700672,2.904165,6.59168,11.83106
36069,311,2011,7.3,3.65,32.85,366111,875.0977,175179.1,18907.34,5.902936,1.987874,6.774335,12.07356
36069,311,2012,14.6,3.65,32.85,426228.5,1011,208087.9,20123.75,6.054976,2.681021,6.918695,12.24572
36069,311,2013,10.95,3.65,32.85,479634.8,1136.711,236466.3,21199.29,6.173025,2.393339,7.035894,12.37356
36069,311,2014,3.65,3.65,32.85,530586.9,1262.422,263573,22205.13,6.273984,1.294727,7.140788,12.48209
36069,312,2009,0,.,.,87831.63,228.2279,38241.82,8367.817,4.475422,.,5.430345,10.55169
36069,312,2010,0,.,.,84477.27,217.7976,40099.54,7839.219,4.436482,.,5.383566,10.59912
36069,312,2011,0,.,.,80546.3,209.9887,41668.16,7387.297,4.388832,.,5.347054,10.63749
36069,312,2012,0,.,.,76552.77,196.937,42785.39,6974.614,4.33798,.,5.282884,10.66395
36069,312,2013,0,.,.,72094.55,178.6426,43335.78,6514.969,4.277978,.,5.185387,10.67673
36069,312,2014,0,.,.,67644.15,160.3481,43793.41,6057.743,4.214261,.,5.077347,10.68724
36069,322,2009,0,.,.,39143.45,94.84582,19815.16,3255.693,3.667233,.,4.552253,9.894202
36069,322,2010,0,.,.,54067.72,132.6032,28865.91,4722.301,3.990237,.,4.887362,10.27042
36069,322,2011,0,.,.,68356.36,173.1227,37546.11,6182.447,4.224735,.,5.154001,10.53333
36069,322,2012,0,.,.,80899.06,208.1181,45214.54,7370.599,4.393202,.,5.338106,10.71917
36069,322,2013,0,.,.,91791.94,237.5893,51943.48,8303.855,4.519525,.,5.470543,10.85791
36069,322,2014,0,.,.,102194.9,267.0605,58378.14,9194.364,4.626882,.,5.587475,10.9747
36069,324,2009,0,.,.,28056.18,72.35352,12704.55,2675.842,3.334209,.,4.281564,9.449716
36069,324,2010,0,.,.,31836.17,81.05851,15841.23,2979.05,3.460603,.,4.395171,9.670371
36069,324,2011,0,.,.,35069.76,90.15141,18748.5,3240.952,3.557339,.,4.501491,9.838869
36069,324,2012,0,.,.,38276.38,98.46849,21392.7,3487.307,3.644833,.,4.589736,9.970805
36069,324,2013,0,.,.,41383.08,106.0098,23769.94,3711.177,3.722872,.,4.663531,10.07618
36069,324,2014,0,.,.,44323.35,113.551,26033.7,3921.772,3.791512,.,4.732253,10.16715
36069,325,2009,0,.,.,252355.3,692.2719,109100.3,25303.84,5.530838,.,6.539979,11.60002
36069,325,2010,0,.,.,226457.4,610.3976,105616.7,22148.75,5.422557,.,6.414111,11.56757
36069,325,2011,0,.,.,196400,522.4818,100211.3,18641.11,5.280154,.,6.25859,11.51504
36069,325,2012,0,.,.,173620,446.6489,97036.38,15818.27,5.156869,.,6.101773,11.48284
36069,325,2013,0,.,.,156392.2,382.899,95480.99,13503.23,5.052367,.,5.947772,11.46668
36069,325,2014,0,.,.,139409.3,319.1492,93804.76,11234.3,4.937414,.,5.765659,11.44897
36069,326,2009,0,.,.,511979.4,2164.6,212421,65987.73,6.238285,.,7.679991,12.26633
36069,326,2010,0,.,.,521403.6,2126.4,222400.5,63119.43,6.256525,.,7.662186,12.31223
36069,326,2011,0,.,.,523662.1,2087.4,229163.4,59422.02,6.260847,.,7.643674,12.34219
36069,326,2012,0,.,.,528796.5,2050,236691.4,56521.92,6.270604,.,7.625595,12.37451
36069,326,2013,0,.,.,534624.9,2014.2,244170.2,54069.49,6.281565,.,7.607977,12.40562
36069,326,2014,0,.,.,539338.1,1978.4,250994.4,51596.04,6.290343,.,7.590044,12.43319
36069,327,2009,0,.,.,258664.4,945.032,83196.57,34925.3,5.555532,.,6.851219,11.32896
36069,327,2010,0,.,.,244961.3,939.688,82608.63,33445.77,5.501101,.,6.845548,11.32187
36069,327,2011,0,.,.,227394.3,934.296,80726.62,31494.63,5.426685,.,6.839793,11.29882
36069,327,2012,0,.,.,214551.4,929,79890.74,30025.23,5.368549,.,6.834109,11.28841
36069,327,2013,0,.,.,204951.5,923.8,79692.45,28849.86,5.322773,.,6.828496,11.28593
36069,327,2014,0,.,.,195281.2,918.6,79360.1,27659.25,5.27444,.,6.822851,11.28175
36069,331,2009,0,.,.,3880.329,10.28851,1773.631,372.6404,1.35592,.,2.331028,7.480784
36069,331,2010,0,.,.,4090.902,10.63575,2027.267,385.2501,1.408765,.,2.364221,7.614444
36069,331,2011,0,.,.,4233.304,10.99014,2246.934,393.0022,1.442983,.,2.396999,7.717322
36069,331,2012,0,.,.,4404.247,11.33021,2461.537,401.2647,1.482569,.,2.427473,7.808541
36069,331,2013,0,.,.,4588.427,11.65595,2666.804,408.5965,1.523537,.,2.455817,7.888636
36069,331,2014,0,.,.,4758.988,11.98169,2861.194,414.9891,1.560035,.,2.48338,7.958994
36069,332,2009,0,.,.,471360.2,2516.648,195692.2,105577.1,6.155622,.,7.830683,12.1843
36069,332,2010,0,.,.,458723.5,2546.432,184305.7,102222.1,6.128448,.,7.842448,12.12435
36069,332,2011,0,.,.,438186,2572.544,169709.5,97179.88,6.082644,.,7.852651,12.04184
36069,332,2012,0,.,.,426116.7,2606,159413.8,93948.49,6.054713,.,7.865572,11.97926
36069,332,2013,0,.,.,419964,2646.8,152248.9,91954.89,6.040169,.,7.881107,11.93327
36069,332,2014,0,.,.,413258.9,2687.6,145032.7,89859.86,6.024074,.,7.896404,11.88472
36069,333,2009,0,.,.,191218.2,697.168,83307.22,33608.34,5.253415,.,6.547027,11.33029
36069,333,2010,0,.,.,174625.5,637.112,82424.24,31795.37,5.162643,.,6.456945,11.31963
36069,333,2011,0,.,.,155021.3,573.104,80129.86,29518.14,5.043563,.,6.351067,11.2914
36069,333,2012,0,.,.,140193.8,517,79158.6,27784.05,4.943026,.,6.248043,11.27921
36069,333,2013,0,.,.,128908,468.8,79083.83,26403.96,4.859099,.,6.150176,11.27826
36069,333,2014,0,.,.,117736.2,420.6,78872.34,25019.11,4.768447,.,6.041682,11.27559
36069,335,2009,0,.,.,33911.64,91.16552,14830.96,3252.676,3.523758,.,4.512677,9.604472
36069,335,2010,0,.,.,31924.28,84.43132,15138.66,3015.511,3.463367,.,4.435938,9.625008
36069,335,2011,0,.,.,29463.35,77.5296,15221.54,2753.253,3.383147,.,4.35066,9.630466
36069,335,2012,0,.,.,27584.49,70.96291,15417,2513.184,3.317254,.,4.262157,9.643226
36069,335,2013,0,.,.,26093.29,64.73125,15660.72,2277.865,3.261678,.,4.170244,9.658911
36069,335,2014,0,.,.,24601.23,58.4996,15869.57,2045.641,3.202797,.,4.06902,9.672159
36071,311,2009,0,.,.,257765.9,746.7352,122019.4,30149.05,5.552052,.,6.615711,11.71194
36071,311,2010,0,.,.,271780.1,770.8235,118696.9,29024.82,5.604993,.,6.64746,11.68433
36071,311,2011,0,.,.,281094.9,794.7513,113375.6,27436.22,5.638692,.,6.678029,11.63846
36071,311,2012,0,.,.,292643.6,819,110161.1,26354.95,5.678956,.,6.708084,11.6097
36071,311,2013,0,.,.,305392.2,843.5694,108396.6,25615.99,5.721597,.,6.737642,11.59355
36071,311,2014,0,.,.,317219.7,868.1388,106494.9,24854.31,5.759594,.,6.766352,11.57585
36071,312,2009,0,.,.,154543.5,464.0583,79330.49,20890.35,5.040476,.,6.14001,11.28138
36071,312,2010,0,.,.,153256,430.0126,72363.33,19629.44,5.03211,.,6.063815,11.18946
36071,312,2011,0,.,.,149106.7,391.5272,63910.15,17967.66,5.004662,.,5.970055,11.06523
36071,312,2012,0,.,.,146532.9,361.9213,57924.53,16888.26,4.98725,.,5.891427,10.9669
36071,312,2013,0,.,.,144997.3,341.1951,53868.19,16259.53,4.976715,.,5.832455,10.8943
36071,312,2014,0,.,.,143253.3,320.4689,49839.57,15621.19,4.964614,.,5.769785,10.81656
36071,322,2009,0,.,.,202816.9,684.9281,94807.39,26088.05,5.312304,.,6.529314,11.4596
36071,322,2010,0,.,.,232922.6,841.952,101672.8,29611.89,5.450706,.,6.735723,11.52952
36071,322,2011,0,.,.,259810.5,1008.064,107262.4,32777.8,5.559953,.,6.915787,11.58303
36071,322,2012,0,.,.,284620.2,1156,112510.5,35617,5.651155,.,7.052721,11.6308
36071,322,2013,0,.,.,306953.1,1285.761,117116.3,38077.35,5.726695,.,7.159106,11.67092
36071,322,2014,0,.,.,328073,1415.521,121377.4,40396.57,5.793236,.,7.255253,11.70666
36071,324,2009,0,.,.,15133.12,38.80394,6879.626,2128.855,2.716886,.,3.658522,8.83632
36071,324,2010,0,.,.,18744.42,46.55548,7998.353,2699.151,2.930896,.,3.840645,8.986991
36071,324,2011,0,.,.,22097,54.90838,9018.066,3234.51,3.095442,.,4.005666,9.106985
36071,324,2012,0,.,.,25125.96,62.05855,9932.305,3712.039,3.223902,.,4.128078,9.203547
36071,324,2013,0,.,.,27825.75,68.00598,10730.46,4132.306,3.325962,.,4.219595,9.280842
36071,324,2014,0,.,.,30395.21,73.95341,11485.68,4532.633,3.414285,.,4.303435,9.348857
36071,325,2009,83.95,51.1,109.5,404363,1083.342,203212.5,49034.85,6.002313,4.430222,6.987806,12.22201
36071,325,2010,76.64999,51.1,109.5,436259,1101.228,211073.6,49970.4,6.078236,4.33925,7.004181,12.25996
36071,325,2011,65.7,51.1,109.5,461269.7,1121.461,215685.9,50202.56,6.133983,4.185099,7.022387,12.28158
36071,325,2012,76.64999,51.1,109.5,487316.9,1137,221627.6,50739.39,6.188915,4.33925,7.036149,12.30875
36071,325,2013,76.64999,51.1,109.5,513019,1147.847,228069.7,51370.79,6.240313,4.33925,7.045643,12.33741
36071,325,2014,51.1,51.1,109.5,537044.3,1158.693,233916.7,51892.86,6.28608,3.933784,7.055048,12.36272
36071,326,2009,0,.,.,150831.2,438.3108,71694.11,18322.59,5.016161,.,6.082928,11.18016
36071,326,2010,0,.,.,144580,427.2072,62190.63,16627.88,4.973833,.,6.057269,11.03796
36071,326,2011,0,.,.,137389.1,421.7847,52482.65,14919.9,4.922817,.,6.044495,10.86824
36071,326,2012,0,.,.,130063.8,405,43211.23,13134.84,4.868025,.,6.003887,10.67386
36071,326,2013,0,.,.,121909.3,376.8531,33946.05,11180.81,4.803277,.,5.931856,10.43253
36071,326,2014,0,.,.,113786.6,348.7063,24900.75,9266.081,4.734325,.,5.85423,10.12265
36071,327,2009,0,.,.,127249,421.5015,59737.85,18926.14,4.846146,.,6.043823,10.99772
36071,327,2010,0,.,.,109326.3,394.3343,44418.61,17739.28,4.694336,.,5.977199,10.70141
36071,327,2011,0,.,.,89853.71,366.4816,28542.87,16306.75,4.498183,.,5.903948,10.25916
36071,327,2012,0,.,.,73688.74,340,14918.83,15173.54,4.29985,.,5.828946,9.61038
36071,327,2013,0,.,.,59924.83,314.8895,3006.364,14231.56,4.093091,.,5.752222,8.008487
36071,327,2014,0,.,.,46470.86,289.7791,.,13293,3.838825,.,5.669119,.
36071,331,2009,0,0,0,208869.9,609.1578,180386.6,28483.25,5.341712,.,6.412077,12.10286
36071,331,2010,0,0,0,271126.3,619.1052,241165,29961.34,5.602585,.,6.428275,12.39324
36071,331,2011,0,0,0,329821.6,629.7972,298805.7,31015.89,5.798552,.,6.445398,12.60755
36071,331,2012,0,0,0,382159.5,639,350023.1,32136.4,5.945838,.,6.459905,12.76575
36071,331,2013,0,0,0,428302.6,646.7136,395085.5,33217.17,6.05983,.,6.471904,12.88686
36071,331,2014,0,0,0,472301.1,654.4272,438094.1,34206.96,6.157617,.,6.48376,12.99019
36071,332,2009,0,.,.,413992.4,1526.891,219142.7,56002.49,6.025847,.,7.330989,12.29748
36071,332,2010,0,.,.,426590.8,1534.927,223677.9,57964.43,6.055825,.,7.336238,12.31796
36071,332,2011,0,.,.,432287.2,1541.309,224613.1,59037.42,6.06909,.,7.340387,12.32213
36071,332,2012,0,.,.,441774.1,1551,227769.4,60494.88,6.090799,.,7.346655,12.33609
36071,332,2013,0,.,.,453268.1,1564,232167.4,62105.11,6.116484,.,7.355002,12.35521
36071,332,2014,0,.,.,463618.8,1577,236024.8,63557.64,6.139063,.,7.36328,12.37169
36071,333,2009,0,.,.,142288.5,429.4246,70204.4,19446.66,4.957857,.,6.062446,11.15917
36071,333,2010,0,.,.,137494.7,419.9497,63506.67,19090.95,4.923585,.,6.040135,11.0589
36071,333,2011,0,.,.,130756.7,411.1642,55964.77,18487.52,4.873339,.,6.018993,10.93248
36071,333,2012,0,.,.,125840.9,401,49744.99,18052.01,4.835019,.,5.993961,10.81466
36071,333,2013,0,.,.,122003.9,389.457,44409.41,17690.41,4.804053,.,5.964753,10.70121
36071,333,2014,0,.,.,118068.1,377.914,39156.77,17308.62,4.771262,.,5.934667,10.57533
36071,335,2009,0,.,.,191312.9,752.8109,107221.9,24731.85,5.25391,.,6.623814,11.58265
36071,335,2010,0,.,.,198280.1,769.5406,113850.5,25426.75,5.28968,.,6.645794,11.64264
36071,335,2011,0,.,.,203266.6,791.2469,119276.9,25938.48,5.314518,.,6.67361,11.6892
36071,335,2012,0,.,.,207414.4,803,124006.8,26227.06,5.334719,.,6.688354,11.72809
36071,335,2013,0,.,.,210046,804.8,127703.1,26208.5,5.347327,.,6.690594,11.75746
36071,335,2014,0,.,.,212229.1,806.6,131063.5,26144.45,5.357666,.,6.692828,11.78344
36073,311,2009,0,.,.,84235.92,342.061,54699.86,10994.56,4.433621,.,5.834989,10.90962
36073,311,2010,0,.,.,98841.7,384.5705,66574.94,12361.46,4.59352,.,5.952127,11.10608
36073,311,2011,0,.,.,111997.9,429.5154,77656.65,13560.67,4.718481,.,6.062657,11.26005
36073,311,2012,0,.,.,124200.3,469.5894,87462.67,14673.7,4.821895,.,6.151859,11.37897
36073,311,2013,0,.,.,135311.8,504.7927,95965.16,15674.57,4.907581,.,6.224148,11.47174
36073,311,2014,0,.,.,145850.3,539.996,104042.5,16617.71,4.98258,.,6.291562,11.55256
36073,312,2009,0,.,.,929.6548,3.284426,654.6695,109.8345,-0.072942,.,1.189192,6.48413
36073,312,2010,0,.,.,1800.721,6.466214,1268.08,212.7471,0.5881872,.,1.866591,7.145259
36073,312,2011,0,.,.,2659.992,9.853279,1873.186,314.2661,0.9783233,.,2.287804,7.535396
36073,312,2012,0,.,.,3393.309,12.82979,2389.592,400.9042,1.221806,.,2.55177,7.778878
36073,312,2013,0,.,.,4013.187,15.39575,2826.115,474.14,1.389586,.,2.734091,7.946658
36073,312,2014,0,.,.,4607.313,17.96171,3244.502,544.3333,1.527645,.,2.888242,8.084717
36073,322,2009,0,.,.,0,0,0,0,.,.,.,.
36073,322,2010,0,.,.,0,0,0,0,.,.,.,.
36073,322,2011,0,.,.,0,0,0,0,.,.,.,.
36073,322,2012,0,.,.,0,0,0,0,.,.,.,.
36073,322,2013,0,.,.,0,0,0,0,.,.,.,.
36073,322,2014,0,.,.,0,0,0,0,.,.,.,.
36073,324,2009,0,.,.,0,0,0,0,.,.,.,.
36073,324,2010,0,.,.,0,0,0,0,.,.,.,.
36073,324,2011,0,.,.,0,0,0,0,.,.,.,.
36073,324,2012,0,.,.,0,0,0,0,.,.,.,.
36073,324,2013,0,.,.,0,0,0,0,.,.,.,.
36073,324,2014,0,.,.,0,0,0,0,.,.,.,.
36073,325,2009,0,.,.,8414.998,30.35493,6161.837,1006.306,2.130016,.,3.412959,8.72613
36073,325,2010,0,.,.,12978.59,47.02161,9294.368,1541.306,2.563301,.,3.850607,9.137164
36073,325,2011,0,.,.,17426.99,64.95235,12309.47,2067.348,2.85802,.,4.173654,9.418124
36073,325,2012,0,.,.,21252.84,80.35497,14966.39,2510.927,3.05649,.,4.386454,9.613563
36073,325,2013,0,.,.,24504.97,93.22947,17293.46,2878.171,3.198876,.,4.535064,9.758083
36073,325,2014,0,.,.,27615.92,106.104,19519.94,3229.278,3.318393,.,4.66442,9.879191
36073,326,2009,0,.,.,7619.462,26.40871,5794.1,884.0784,2.030706,.,3.273694,8.664596
36073,326,2010,0,.,.,12456.79,44.3908,9053.166,1461.136,2.522266,.,3.793032,9.110869
36073,326,2011,0,.,.,17258.38,64.07541,12231.53,2041.443,2.848298,.,4.160061,9.411773
36073,326,2012,0,.,.,21252.84,80.35497,14966.39,2510.927,3.05649,.,4.386454,9.613563
36073,326,2013,0,.,.,24504.97,93.22947,17293.46,2878.171,3.198876,.,4.535064,9.758083
36073,326,2014,0,.,.,27615.92,106.104,19519.94,3229.278,3.318393,.,4.66442,9.879191
36073,327,2009,0,.,.,3551.114,15.17698,2396.668,481.5385,1.267261,.,2.71978,7.781835
36073,327,2010,0,.,.,3520.157,14.39458,2410.671,456.5507,1.258505,.,2.666852,7.787661
36073,327,2011,0,.,.,3433.177,13.56157,2382.878,424.6148,1.233486,.,2.60724,7.776064
36073,327,2012,0,.,.,3393.309,12.82979,2389.592,400.9042,1.221806,.,2.55177,7.778878
36073,327,2013,0,.,.,3382.921,12.19925,2419.172,382.6968,1.21874,.,2.501375,7.791181
36073,327,2014,0,.,.,3366.903,11.56871,2443.608,364.3663,1.213993,.,2.448304,7.801231
36073,331,2009,0,.,.,0,0,0,0,.,.,.,.
36073,331,2010,0,.,.,0,0,0,0,.,.,.,.
36073,331,2011,0,.,.,0,0,0,0,.,.,.,.
36073,331,2012,0,.,.,0,0,0,0,.,.,.,.
36073,331,2013,0,.,.,0,0,0,0,.,.,.,.
36073,331,2014,0,.,.,0,0,0,0,.,.,.,.
36073,332,2009,0,.,.,52719.09,284.6493,33375.11,8740.125,3.964978,.,5.651258,10.41557
36073,332,2010,0,.,.,39959.7,256.4328,23405.83,7664.969,3.687871,.,5.546867,10.06074
36073,332,2011,0,.,.,26950.72,228.2456,13208.37,6522.983,3.29401,.,5.430422,9.488605
36073,332,2012,0,.,.,15331.26,200,4316.114,5505.444,2.729894,.,5.298317,8.370111
36073,332,2013,0,.,.,4664.135,171.6959,.,4557.164,1.539902,.,5.145725,.
36073,332,2014,.,.,.,.,143.3918,.,3629.484,.,.,4.965581,.
36073,333,2009,0,.,.,105785.9,464.579,65307.43,15339.85,4.661417,.,6.141132,11.08686
36073,333,2010,0,.,.,105561.1,465.9953,62614.49,15329.03,4.65929,.,6.144176,11.04475
36073,333,2011,0,.,.,103453.9,466.6039,58761.78,15047.22,4.639127,.,6.145481,10.98125
36073,333,2012,0,.,.,103072,467,56354.6,15008.36,4.635428,.,6.146329,10.93942
36073,333,2013,0,.,.,103881.4,467.4883,55014.66,15135.65,4.64325,.,6.147374,10.91535
36073,333,2014,0,.,.,104483.9,467.9766,53618.48,15232.51,4.649033,.,6.148418,10.88965
36073,335,2009,0,.,.,0,0,0,0,.,.,.,.
36073,335,2010,0,.,.,0,0,0,0,.,.,.,.
36073,335,2011,0,.,.,0,0,0,0,.,.,.,.
36073,335,2012,0,.,.,0,0,0,0,.,.,.,.
36073,335,2013,0,.,.,0,0,0,0,.,.,.,.
36073,335,2014,0,.,.,0,0,0,0,.,.,.,.
36075,311,2009,0,.,.,248951.4,379.4515,214204.1,13132.13,5.517258,.,5.938727,12.27468
36075,311,2010,0,.,.,165540.9,275.0682,153210,9024.528,5.109218,.,5.617019,11.93956
36075,311,2011,0,.,.,95345.63,170.5357,90342.63,5003,4.557508,.,5.138945,11.41136
36075,311,2012,0,.,.,37390.29,66.30164,36219.07,1171.213,3.621411,.,4.194215,10.49734
36075,311,2013,.,.,.,.,.,.,.,.,.,.,.
36075,311,2014,.,.,.,.,.,.,.,.,.,.,.
36075,312,2009,0,.,.,2141.536,3.430758,2005.679,135.8574,0.7615234,.,1.232781,7.603738
