"FIPS","County","State","meanrf"
27061,"ITASCA","Minnesota",0.0809049263445292
35027,"LINCOLN","New Mexico",0.0964514653264595
20159,"RICE","Kansas",0.0876444176417618
13199,"MERIWETHER","Georgia",0.101131828061974
48017,"BAILEY","Texas",0.0563175349220327
49025,"KANE","Utah",0.0927188095197422
46007,"BENNETT","South Dakota",0.0905734545531812
20047,"EDWARDS","Kansas",0.0572318439905703
39171,"WILLIAMS","Ohio",0.0956707847737282
54045,"LOGAN","West Virginia",0.0630833559153314
19175,"UNION","Iowa",0.0918229946276556
22075,"PLAQUEMINES","Louisiana",0.0883353864527337
31133,"PAWNEE","Nebraska",0.109018632287656
40041,"DELAWARE","Oklahoma",0.101977816610152
47087,"JACKSON","Tennessee",0.0816851960199372
48353,"NOLAN","Texas",0.0629401772834876
20061,"GEARY","Kansas",0.0992673697975484
55051,"IRON","Wisconsin",0.105434416496594
13059,"CLARKE","Georgia",0.10250612329757
20017,"CHASE","Kansas",0.107880552209332
1085,"LOWNDES","Alabama",0.104938581387634
5131,"SEBASTIAN","Arkansas",0.097747653105214
26119,"MONTMORENCY","Michigan",0.106205361583651
13015,"BARTOW/CASS","Georgia",0.0973013906261507
6073,"SAN DIEGO","California",0.0392782732570714
37139,"PASQUOTANK","North Carolina",0.0669553390623962
31183,"WHEELER","Nebraska",0.0724246285129202
31083,"HARLAN","Nebraska",0.0572098909836289
36109,"TOMPKINS","New York",0.0932079395079056
30053,"LINCOLN","Montana",0.0996964174167838
48229,"HUDSPETH","Texas",0.105993011518593
17139,"MOULTRIE","Illinois",0.0534587791063473
49001,"BEAVER","Utah",0.0919636232619366
19143,"OSCEOLA","Iowa",0.0652738763310181
39017,"BUTLER","Ohio",0.091784587224139
17033,"CRAWFORD","Illinois",0.108161625337159
21031,"BUTLER","Kentucky",0.102423579465114
1041,"CRENSHAW","Alabama",0.121891600507909
47151,"SCOTT","Tennessee",0.0970925472722424
48385,"REAL","Texas",0.0496384823415559
20027,"CLAY","Kansas",0.0785943666284538
19067,"FLOYD","Iowa",0.0536455659031747
19053,"DECATUR","Iowa",0.0586680977947916
28161,"YALOBUSHA","Mississippi",0.106356192686459
21195,"PIKE","Kentucky",0.0776441753519509
48461,"UPTON","Texas",0.105990239258265
45013,"BEAUFORT","South Carolina",0.0740482673972317
20005,"ATCHISON","Kansas",0.107883533080255
25017,"MIDDLESEX","Massachusetts",0.0954132732598502
39053,"GALLIA","Ohio",0.0349407572582813
38027,"EDDY","North Dakota",0.0580495472584675
45079,"RICHLAND","South Carolina",0.0763044197704471
48435,"SUTTON","Texas",0.0496377286775994
12037,"FRANKLIN","Florida",0.042693208385467
49021,"IRON","Utah",0.0793800899030595
46063,"HARDING","South Dakota",0.065615185000959
1013,"BUTLER","Alabama",0.109685627942569
27153,"TODD","Minnesota",0.0929924646995256
21155,"MARION","Kentucky",0.0719167502058874
17127,"MASSAC","Illinois",0.108160156803243
18015,"CARROLL","Indiana",0.10839900477636
29147,"NODAWAY","Missouri",0.104601330840027
21041,"CARROLL","Kentucky",0.0413055178299954
28143,"TUNICA","Mississippi",0.0542862332677546
19045,"CLINTON","Iowa",0.084065463729726
50009,"ESSEX","Vermont",0.0983996095612985
13127,"GLYNN","Georgia",0.061659913428132
38047,"LOGAN","North Dakota",0.0963714295030155
31131,"OTOE","Nebraska",0.109020736367799
40073,"KINGFISHER","Oklahoma",0.0602069302564044
48325,"MEDINA","Texas",0.0531554217991742
17057,"FULTON","Illinois",0.0956581763833892
50025,"WINDHAM","Vermont",0.0969270684422641
5101,"NEWTON","Arkansas",0.0735859396911649
37145,"PERSON","North Carolina",0.104198431788964
35017,"GRANT","New Mexico",0.0867054807678073
37057,"DAVIDSON","North Carolina",0.104197717759761
12085,"MARTIN","Florida",0.0454350440446678
8019,"CLEAR CREEK","Colorado",0.0959933484835016
21227,"WARREN","Kentucky",0.102424185062562
8093,"PARK","Colorado",0.0764728875549811
47081,"HICKMAN","Tennessee",0.052690471288749
29053,"COOPER","Missouri",0.0904014066805353
21067,"FAYETTE","Kentucky",0.0528310306300426
5079,"LINCOLN","Arkansas",0.0814525905637262
40053,"GRANT","Oklahoma",0.056515298610598
37189,"WATAUGA","North Carolina",0.0785571408828435
5115,"POPE","Arkansas",0.091103568743374
35035,"OTERO","New Mexico",0.0881638337298768
19063,"EMMET","Iowa",0.0536455083016445
1127,"WALKER","Alabama",0.0921342730319889
48241,"JASPER","Texas",0.0834199849876699
4027,"YUMA","Arizona",0.103551100695866
45073,"OCONEE","South Carolina",0.088307454495134
42075,"LEBANON","Pennsylvania",0.0293289957293909
47109,"MCNAIRY","Tennessee",0.106545815711506
54105,"WIRT","West Virginia",0.0268768171742599
42013,"BLAIR","Pennsylvania",0.0337359559502756
37153,"RICHMOND","North Carolina",0.0930317627314049
47165,"SUMNER","Tennessee",0.0648823362021379
17083,"JERSEY","Illinois",0.108160436521954
1053,"ESCAMBIA","Alabama",0.125706679673915
55115,"SHAWANO","Wisconsin",0.108706762696206
13091,"DODGE","Georgia",0.0967257385748146
12015,"CHARLOTTE","Florida",0.0540778319262419
48489,"WILLACY","Texas",0.054359062541841
55057,"JUNEAU","Wisconsin",0.0737679670207978
53041,"LEWIS","Washington",0.114678387394269
51145,"POWHATAN","Virginia",0.101219531198204
40081,"LINCOLN","Oklahoma",0.0637504940030149
38049,"MCHENRY","North Dakota",0.0585541419410683
31023,"BUTLER","Nebraska",0.083116092690421
13249,"SCHLEY","Georgia",0.106816320198342
17047,"EDWARDS","Illinois",0.108161135819846
26157,"TUSCOLA","Michigan",0.0810192185568215
31011,"BOONE","Nebraska",0.0978289962032259
34019,"HUNTERDON","New Jersey",0.0865887366373354
36123,"YATES","New York",0.0865815891339579
56027,"NIOBRARA","Wyoming",0.100403030969579
39083,"KNOX","Ohio",0.0855511011600339
27069,"KITTSON/PEMBINA","Minnesota",0.074166992049189
37103,"JONES","North Carolina",0.0766103292603705
16015,"BOISE","Idaho",0.0813903978922063
20173,"SEDGWICK","Kansas",0.0865319622360861
13151,"HENRY","Georgia",0.102505738500766
48323,"MAVERICK","Texas",0.0722224532439669
19179,"WAPELLO","Iowa",0.0973483650530989
26007,"ALPENA","Michigan",0.106204961265402
45029,"COLLETON","South Carolina",0.0590805000424216
37051,"CUMBERLAND","North Carolina",0.0773038045232833
39123,"OTTAWA","Ohio",0.095671929545573
26095,"LUCE","Michigan",0.07494352504344
33015,"ROCKINGHAM","New Hampshire",0.0416577492577867
29087,"HOLT","Missouri",0.0910053849311788
18119,"OWEN","Indiana",0.108399424006977
16005,"BANNOCK","Idaho",0.0760056696170788
20193,"THOMAS","Kansas",0.107877677587711
28155,"WEBSTER","Mississippi",0.107669030703555
47007,"BLEDSOE","Tennessee",0.101229644285256
30089,"SANDERS","Montana",0.100659352448427
44003,"KENT","Rhode Island",0.0671103175945428
27171,"WRIGHT","Minnesota",0.0968235360137835
20129,"MORTON","Kansas",0.0788821688719963
36003,"ALLEGANY","New York",0.0980914408489088
9013,"TOLLAND","Connecticut",0.0328913136997285
48169,"GARZA","Texas",0.0780486491442477
19105,"JONES","Iowa",0.0901498274419464
13035,"BUTTS","Georgia",0.102505372946426
35051,"SIERRA","New Mexico",0.0839522389229511
35061,"VALENCIA","New Mexico",0.0675087927224081
5049,"FULTON","Arkansas",0.0561505097188797
22121,"WEST BATON ROUGE","Louisiana",0.0554424927464337
27133,"ROCK","Minnesota",0.0837950483994531
37039,"CHEROKEE","North Carolina",0.0750003671609991
5033,"CRAWFORD","Arkansas",0.0788164705060079
31085,"HAYES","Nebraska",0.10291665213945
54099,"WAYNE","West Virginia",0.0349224295256787
29131,"MILLER","Missouri",0.0876926298844393
27127,"REDWOOD","Minnesota",0.0536977497417955
41051,"MULTNOMAH","Oregon",0.10845104382404
38071,"RAMSEY","North Dakota",0.0875667094367643
48463,"UVALDE","Texas",0.0577397252776944
39009,"ATHENS","Ohio",0.0349406530279917
51760,"RICHMOND CITY","Virginia",0.101219088946476
48233,"HUTCHINSON","Texas",0.0704588586375218
47113,"MADISON","Tennessee",0.0797226940518085
17115,"MACON","Illinois",0.0534586634320089
21147,"MCCREARY","Kentucky",0.0825939936540448
12065,"JEFFERSON","Florida",0.0886736118863228
19023,"BUTLER","Iowa",0.0536452490981157
51730,"PETERSBURG","Virginia",NA
22029,"CONCORDIA","Louisiana",0.0554418243645459
38011,"BOWMAN","North Dakota",0.086810393950875
26159,"VAN BUREN","Michigan",0.0814016041952401
39059,"GUERNSEY","Ohio",0.0349405421075962
27143,"SIBLEY","Minnesota",0.0580755934247507
4001,"APACHE","Arizona",0.0974563531385565
37143,"PERQUIMANS","North Carolina",0.0600583373636337
35005,"CHAVES","New Mexico",0.10884168760113
48295,"LIPSCOMB","Texas",0.0709775672565996
48407,"SAN JACINTO","Texas",0.0856766167439979
40113,"OSAGE","Oklahoma",0.0716433222659544
28145,"UNION","Mississippi",0.107668421736751
19113,"LINN","Iowa",0.0667868305432364
45069,"MARLBORO","South Carolina",0.0928136098391471
53053,"PIERCE","Washington",0.0859588854312669
39025,"CLERMONT","Ohio",0.0709977958182791
31091,"HOOKER","Nebraska",0.0724237511861941
20177,"SHAWNEE","Kansas",0.107883155615764
45017,"CALHOUN","South Carolina",0.0777608159829235
13205,"MITCHELL","Georgia",0.0760197373519804
31127,"NEMAHA","Nebraska",0.109019416273557
51840,"WINCHESTER","Virginia",0.040380291496405
24047,"WORCESTER","Maryland",0.104926558747181
19135,"MONROE","Iowa",0.10218343370276
29051,"COLE","Missouri",0.0946614182353095
4017,"NAVAJO","Arizona",0.110135714461838
6019,"FRESNO","California",0.0554310205366409
48365,"PANOLA","Texas",0.105999621493916
45091,"YORK","South Carolina",0.0951080983407612
34035,"SOMERSET","New Jersey",0.0916807373690176
44005,"NEWPORT","Rhode Island",0.101610016523268
5095,"MONROE","Arkansas",0.087191381823291
1051,"ELMORE","Alabama",0.095528526267703
29117,"LIVINGSTON","Missouri",0.0782894405587882
51820,"WAYNESBORO","Virginia",0.101221223993291
22103,"ST TAMMANY","Louisiana",0.0833895720416378
17053,"FORD","Illinois",0.0534592932232189
39093,"LORAIN","Ohio",0.0956723656595805
26029,"CHARLEVOIX","Michigan",0.103035251616087
22023,"CAMERON","Louisiana",0.082567303848134
54039,"KANAWHA","West Virginia",0.0396558320326382
46083,"LINCOLN","South Dakota",0.093349723415009
34003,"BERGEN","New Jersey",0.0444606898771429
19123,"MAHASKA","Iowa",0.108399950538039
31155,"SAUNDERS","Nebraska",0.109020322123734
26055,"GRAND TRAVERSE","Michigan",0.106204961265402
6085,"SANTA CLARA","California",0.0575041562969194
45059,"LAURENS","South Carolina",0.0954535449475302
36035,"FULTON","New York",0.0941713154119799
47145,"ROANE","Tennessee",0.0752642062988663
13317,"WILKES","Georgia",0.10250612329757
55141,"WOOD","Wisconsin",0.0522410319309173
24029,"KENT","Maryland",0.0598677565261957
19171,"TAMA","Iowa",0.073722599387152
20119,"MEADE","Kansas",0.0822614704758344
17173,"SHELBY","Illinois",0.0862801144543891
47121,"MEIGS","Tennessee",0.086751630789844
29067,"DOUGLAS","Missouri",0.0515838671208108
46057,"HAMLIN","South Dakota",0.0594905026721471
24033,"PRINCE GEORGES","Maryland",0.0801306545721354
31163,"SHERMAN","Nebraska",0.0572125314440554
31015,"BOYD","Nebraska",0.056971765941399
1131,"WILCOX","Alabama",0.104938781474131
27151,"SWIFT","Minnesota",0.0536980055517176
21177,"MUHLENBERG","Kentucky",0.102423098789562
48411,"SAN SABA","Texas",0.0673495249182916
47017,"CARROLL","Tennessee",0.0788846214349767
29003,"ANDREW","Missouri",0.0847311332215108
51113,"MADISON","Virginia",0.101220308962643
8083,"MONTEZUMA","Colorado",0.0722150486981058
22053,"JEFFERSON DAVIS","Louisiana",0.057153838341349
30007,"BROADWATER","Montana",0.0806582134893492
35059,"UNION","New Mexico",0.078739435530399
23029,"WASHINGTON","Maine",0.105775769161475
18009,"BLACKFORD","Indiana",0.108399587612928
41027,"HOOD RIVER","Oregon",0.065903327254086
29021,"BUCHANAN","Missouri",0.0701595882922721
48313,"MADISON","Texas",0.105997009794934
8073,"LINCOLN","Colorado",0.0719954871812619
26149,"ST JOSEPH","Michigan",0.0814013920516713
36011,"CAYUGA","New York",0.0947949357841789
13285,"TROUP","Georgia",0.102506154082714
6081,"SAN MATEO","California",0.0303582755385406
38013,"BURKE","North Dakota",0.0641859243313099
54037,"JEFFERSON","West Virginia",0.0684993354320618
48297,"LIVE OAK","Texas",0.0618385456026563
29151,"OSAGE","Missouri",0.089279155676194
37167,"STANLY","North Carolina",0.104197241747143
46005,"BEADLE","South Dakota",0.075832612846963
6027,"INYO","California",0.0804644797418621
47005,"BENTON","Tennessee",0.0906360616110673
47013,"CAMPBELL","Tennessee",0.0810473251986168
54051,"MARSHALL","West Virginia",0.0433342776895521
55007,"BAYFIELD/LA POINT","Wisconsin",0.0972806318380493
32013,"HUMBOLDT","Nevada",0.0953631649498644
21205,"ROWAN","Kentucky",0.0844025935044327
48345,"MOTLEY","Texas",0.0650813578437347
17119,"MADISON","Illinois",0.108159667301618
33017,"STRAFFORD","New Hampshire",0.044463112362057
8075,"LOGAN","Colorado",0.0824757831202873
17101,"LAWRENCE","Illinois",0.108161625337159
19049,"DALLAS","Iowa",0.053644730701267
1091,"MARENGO","Alabama",0.104939127507752
53009,"CLALLAM","Washington",0.0801596091743616
1117,"SHELBY","Alabama",0.0929939118891023
27097,"MORRISON","Minnesota",0.12680810695195
29083,"HENRY/RIVES","Missouri",0.0617555490555786
13253,"SEMINOLE","Georgia",0.0627765245676342
37163,"SAMPSON","North Carolina",0.102854775173922
25015,"HAMPSHIRE","Massachusetts",0.0693001275156015
18149,"STARKE","Indiana",0.0638634743987937
22051,"JEFFERSON","Louisiana",0.0878279660438676
17137,"MORGAN","Illinois",0.0873225081962455
49049,"UTAH","Utah",0.0656814823993819
18051,"GIBSON","Indiana",0.108398605999559
21137,"LINCOLN","Kentucky",0.0638973566142996
51005,"ALLEGHANY","Virginia",0.0808610391348123
21053,"CLINTON","Kentucky",0.0941641914288912
36073,"ORLEANS","New York",0.098089466090795
48429,"STEPHENS/BUCHANAN","Texas",0.0861323329774766
55099,"PRICE","Wisconsin",0.0828089946523961
29013,"BATES","Missouri",0.0577400563636919
46011,"BROOKINGS","South Dakota",0.0725611644046382
13165,"JENKINS","Georgia",0.102505199789439
18181,"WHITE","Indiana",0.0699890101236023
20055,"FINNEY","Kansas",0.0961917655170578
41007,"CLATSOP","Oregon",0.0815644947064518
20203,"WICHITA","Kansas",0.107876243396617
12021,"COLLIER","Florida",0.0535599774026544
38073,"RANSOM","North Dakota",0.0610800132716781
48265,"KERR","Texas",0.0496387473729633
37091,"HERTFORD","North Carolina",0.0766101762779945
19007,"APPANOOSE","Iowa",0.0661276360581426
19177,"VAN BUREN","Iowa",0.0810474982679684
20019,"CHAUTAUQUA","Kansas",0.0784431087948475
31027,"CEDAR","Nebraska",0.107905184710956
12067,"LAFAYETTE","Florida",0.0480859645804581
29055,"CRAWFORD","Missouri",0.0498789194935667
46071,"JACKSON","South Dakota",0.0918937142069153
13191,"MCINTOSH","Georgia",0.0643831172498587
48123,"DE WITT","Texas",0.0890362545436739
19109,"KOSSUTH","Iowa",0.0536452120695852
29103,"KNOX","Missouri",0.101495795817995
41009,"COLUMBIA","Oregon",0.114737494269104
37069,"FRANKLIN","North Carolina",0.104197611979433
28137,"TATE","Mississippi",0.0930511632408676
42083,"MCKEAN","Pennsylvania",0.0685600337471872
39011,"AUGLAIZE","Ohio",0.0956712027023606
38021,"DICKEY","North Dakota",0.0833551834282165
5037,"CROSS","Arkansas",0.108621563534724
55095,"POLK","Wisconsin",0.048276054779095
30027,"FERGUS","Montana",0.0992383755506845
51690,"MARTINSVILLE","Virginia",NA
12115,"SARASOTA","Florida",0.0426924232663556
40079,"LE FLORE","Oklahoma",0.103605418104357
12086,"Miami-Dade","Florida",0.0635414345399028
17181,"UNION","Illinois",0.108159569403964
29159,"PETTIS","Missouri",0.0688167206982791
29039,"CEDAR","Missouri",0.104601138139808
13225,"PEACH","Georgia",0.0777755766912712
35043,"SANDOVAL","New Mexico",0.0963773335068019
36103,"SUFFOLK","New York",0.0637845808236861
55137,"WAUSHARA","Wisconsin",0.0699246475655398
56011,"CROOK","Wyoming",0.111225384974283
29047,"CLAY","Missouri",0.0806226199707699
13119,"FRANKLIN","Georgia",0.102506585057934
48067,"CASS/DAVIS","Texas",0.105999016614436
10003,"NEW CASTLE","Delaware",0.0778205388491643
53073,"WHATCOM","Washington",0.0777267074877194
51520,"BRISTOL","Virginia",NA
6049,"MODOC","California",0.0356975834328604
30011,"CARTER","Montana",0.0859694742913963
53065,"STEVENS","Washington",0.0595344641670714
22045,"IBERIA","Louisiana",0.0874998779864403
26143,"ROSCOMMON","Michigan",0.0610215548440504
39091,"LOGAN","Ohio",0.095671929545573
49029,"MORGAN","Utah",0.0737464574196174
22117,"WASHINGTON","Louisiana",0.10521258318751
1015,"CALHOUN/BENTON","Alabama",0.101703415728018
55125,"VILAS","Wisconsin",0.0934142659871891
19137,"MONTGOMERY","Iowa",0.10839989581641
18005,"BARTHOLOMEW","Indiana",0.101203135470742
30025,"FALLON","Montana",0.0984462455810103
36051,"LIVINGSTON","New York",0.0980899932830622
19087,"HENRY","Iowa",0.1056374528911
17067,"HANCOCK","Illinois",0.108160401557115
13319,"WILKINSON","Georgia",0.0810731108441602
29141,"MORGAN","Missouri",0.0660017951721888
47117,"MARSHALL","Tennessee",0.0978451773854342
18021,"CLAY","Indiana",0.108398605999559
37073,"GATES","North Carolina",0.0628166435434205
55121,"TREMPEALEAU","Wisconsin",0.108705410867963
19039,"CLARKE","Iowa",0.0586679098354691
16029,"CARIBOU","Idaho",0.0780122173041518
26043,"DICKINSON","Michigan",0.105515969652825
34023,"MIDDLESEX","New Jersey",0.0498550158663186
56001,"ALBANY","Wyoming",0.0934782606864503
19003,"ADAMS","Iowa",0.108400443044088
8003,"ALAMOSA","Colorado",0.110378654061721
12051,"HENDRY","Florida",0.0526951502913372
31041,"CUSTER","Nebraska",0.0589028013293307
49011,"DAVIS","Utah",0.0554297385298747
22033,"EAST BATON ROUGE","Louisiana",0.0824209729212422
27163,"WASHINGTON","Minnesota",0.0507000657740868
48361,"ORANGE","Texas",0.0543908063733105
17145,"PERRY","Illinois",0.108160091536359
48219,"HOCKLEY","Texas",0.0599521549461717
28089,"MADISON","Mississippi",0.103681077074291
55085,"ONEIDA","Wisconsin",0.0894390999167101
37019,"BRUNSWICK","North Carolina",0.0733362792617218
42097,"NORTHUMBERLAND","Pennsylvania",0.0249731481868543
37171,"SURRY","North Carolina",0.0983604558175896
5051,"GARLAND","Arkansas",0.104740722190975
29045,"CLARK","Missouri",0.0996322111384012
22099,"ST MARTIN","Louisiana",0.0871903438293575
47029,"COCKE","Tennessee",0.0711421021792557
17075,"IROQUOIS","Illinois",0.0536041621543298
37177,"TYRRELL","North Carolina",0.0744039100053069
51770,"ROANOKE CITY","Virginia",0.0929801828643998
42045,"DELAWARE","Pennsylvania",0.0430827517256295
21101,"HENDERSON","Kentucky",0.10242271190006
13099,"EARLY","Georgia",0.109468123472095
30043,"JEFFERSON","Montana",0.0811105911994526
42015,"BRADFORD","Pennsylvania",0.0840038316714458
21037,"CAMPBELL","Kentucky",0.0776426615068333
41067,"WASHINGTON","Oregon",0.110683314031508
21203,"ROCKCASTLE","Kentucky",0.0684674131929653
28091,"MARION","Mississippi",0.0965948831356133
40063,"HUGHES","Oklahoma",0.0571110497481271
40091,"MCINTOSH","Oklahoma",0.0582752839847517
29203,"SHANNON","Missouri",0.0498787434805044
40049,"GARVIN","Oklahoma",0.0565164049123957
54061,"MONONGALIA","West Virginia",0.0334600028854367
17161,"ROCK ISLAND","Illinois",0.108161331627365
41045,"MALHEUR","Oregon",0.070292555263194
29071,"FRANKLIN","Missouri",0.104602101871015
19077,"GUTHRIE","Iowa",0.0745040768399945
48207,"HASKELL","Texas",0.0921902097158294
33007,"COOS","New Hampshire",0.0830352813677723
4009,"GRAHAM","Arizona",0.0797327058368285
42117,"TIOGA","Pennsylvania",0.0750210709770526
46033,"CUSTER","South Dakota",0.109272682136649
13049,"CHARLTON","Georgia",0.0804468313055583
37067,"FORSYTH","North Carolina",0.104198669800979
51800,"SUFFOLK","Virginia",0.0625124726391277
51159,"RICHMOND","Virginia",0.0950358333641733
6045,"MENDOCINO","California",0.0760536802536457
39145,"SCIOTO","Ohio",0.045036911287636
55078,"MENOMINEE","Wisconsin",0.108707001592382
47171,"UNICOI","Tennessee",0.0717414276462409
47057,"GRAINGER","Tennessee",0.0699996371611677
13107,"EMANUEL","Georgia",0.0886354396996081
28051,"HOLMES","Mississippi",0.0867240702384481
51045,"CRAIG","Virginia",0.0764983914148295
40121,"PITTSBURG","Oklahoma",0.0819029342520587
4019,"PIMA","Arizona",0.100155108225177
51595,"EMPORIA","Virginia",NA
51640,"GALAX","Virginia",0.0764985102318187
29123,"MADISON","Missouri",0.0535271289682142
18097,"MARION","Indiana",0.10839958760846
47107,"MCMINN","Tennessee",0.093494915422341
13267,"TATTNALL","Georgia",0.0850238399061765
5005,"BAXTER","Arkansas",0.0610850757405416
29043,"CHRISTIAN","Missouri",0.0810836381433642
51570,"COLONIAL HEIGHTS","Virginia",NA
36071,"ORANGE","New York",0.0888429000832725
26047,"EMMET","Michigan",0.106205441647301
47129,"MORGAN","Tennessee",0.106548539857302
21185,"OLDHAM","Kentucky",0.0480396511114473
4005,"COCONINO","Arizona",0.0900665440101819
48127,"DIMMIT","Texas",0.051261502376113
39063,"HANCOCK","Ohio",0.0956715330840804
27059,"ISANTI","Minnesota",0.0899022690255908
29221,"WASHINGTON","Missouri",0.0635598285589287
54109,"WYOMING","West Virginia",0.0630840615013793
46055,"HAAKON","South Dakota",0.109271411679817
35045,"SAN JUAN","New Mexico",0.0723494217766231
17189,"WASHINGTON","Illinois",0.108159980582658
28105,"OKTIBBEHA","Mississippi",0.0919322010105247
48231,"HUNT","Texas",0.0898976141778787
47059,"GREENE","Tennessee",0.0754409839707779
28059,"JACKSON","Mississippi",0.0938266980546786
30021,"DAWSON","Montana",0.067605115866034
19147,"PALO ALTO","Iowa",0.0536454435007623
29037,"CASS/VAN BUREN","Missouri",0.0949749979577023
24005,"BALTIMORE","Maryland",0.102478156064482
19041,"CLAY","Iowa",0.0573834447713334
29510,"ST LOUIS CITY","Missouri",0.104601730335044
37129,"NEW HANOVER","North Carolina",0.0658395586583641
12003,"BAKER","Florida",0.0560664052237161
51740,"PORTSMOUTH","Virginia",0.0517578118879048
55025,"DANE","Wisconsin",0.0748654737583227
47089,"JEFFERSON","Tennessee",0.0888324255839644
8057,"JACKSON","Colorado",0.0865168483159927
26087,"LAPEER","Michigan",0.102189487036772
37075,"GRAHAM","North Carolina",0.072398719185221
28149,"WARREN","Mississippi",0.0596677851542304
5041,"DESHA","Arkansas",0.056893235668135
40125,"POTTAWATOMIE","Oklahoma",0.0758990861302182
55069,"LINCOLN","Wisconsin",0.0636532283968542
13239,"QUITMAN","Georgia",0.126176887532412
13033,"BURKE","Georgia",0.0905924025496958
54007,"BRAXTON","West Virginia",0.030497658199793
48425,"SOMERVELL","Texas",0.10599191649001
53075,"WHITMAN","Washington",0.0943072987571983
51025,"BRUNSWICK","Virginia",0.101219393946789
19071,"FREMONT","Iowa",0.0960909822541221
48075,"CHILDRESS","Texas",0.105987091723267
27081,"LINCOLN","Minnesota",0.0558867133881305
22071,"ORLEANS","Louisiana",0.055442903866209
29187,"ST FRANCOIS","Missouri",0.0786809651439745
54107,"WOOD","West Virginia",0.0268767140648247
25001,"BARNSTABLE","Massachusetts",0.0781798863123546
18161,"UNION","Indiana",0.10840024202482
41033,"JOSEPHINE","Oregon",0.0859904974284925
36107,"TIOGA","New York",0.0980904313511879
47021,"CHEATHAM","Tennessee",0.0518621925098824
29217,"VERNON","Missouri",0.066497169750329
16055,"KOOTENAI","Idaho",0.11036474039013
26039,"CRAWFORD","Michigan",0.106205441647301
13295,"WALKER","Georgia",0.102507970366422
21233,"WEBSTER","Kentucky",0.102422620987919
39099,"MAHONING","Ohio",0.104260425124247
21033,"CALDWELL","Kentucky",0.102422648819453
16045,"GEM","Idaho",0.0517897988233638
19167,"SIOUX","Iowa",0.0934876071578765
8067,"LA PLATA","Colorado",0.0845462049005889
31149,"ROCK","Nebraska",0.0751957813760597
19191,"WINNESHIEK","Iowa",0.106212157660071
48279,"LAMB","Texas",0.0559801002218654
29107,"LAFAYETTE","Missouri",0.0818693497077831
5063,"INDEPENDENCE","Arkansas",0.104996945043125
20009,"BARTON","Kansas",0.0827749997478907
46099,"MINNEHAHA","South Dakota",0.0967344172051513
17183,"VERMILION","Illinois",0.0608514843760688
48141,"EL PASO","Texas",0.104701648933851
21025,"BREATHITT","Kentucky",0.0803973757204784
39047,"FAYETTE","Ohio",0.0956725110322404
21001,"ADAIR","Kentucky",0.0660219714334534
23007,"FRANKLIN","Maine",0.104940964145342
21197,"POWELL","Kentucky",0.0740988828362385
13301,"WARREN","Georgia",0.0948968086947379
27031,"COOK","Minnesota",0.0939964692339782
26059,"HILLSDALE","Michigan",0.0883462795826444
47077,"HENDERSON","Tennessee",0.10079831549243
46003,"AURORA","South Dakota",0.071539939665939
35033,"MORA","New Mexico",0.0847476891701518
