"collection","colid","area","lat","lon","elev","MAXCAP","fips","height","normcap"
"reservoir",601,"4993.50072",45.4916,-91.0467,"NA",71307478.8,55107,20.7264,42105
"reservoir",602,"1284.6350399999999",45.3567,-88.2317,"NA",24669600,55075,24.384,15656
"reservoir",603,"442.88828999999998",45.0233,-83.7934,"NA",65374440,26007,5.7912,45000
"reservoir",604,"NA",45.4983,-91.7334,"NA",12704844,55005,3.6576,7500
"reservoir",605,"4584.2822999999999",45.13,-106.77,"NA",185022000,30003,27.7368,69439
"reservoir",606,"NA",45.535,-98.5917,"NA",24422904,46013,14.0208,11500
"reservoir",607,"NA",45.5466,-94.1467,"NA",111013200,27145,6.7056,70000
"reservoir",608,"445.47827999999998",43.9,-75.052,"NA",127418484,36043,16.764,103300
"reservoir",609,"119.13954",43.385,-72.08,"NA",264889830,33019,3.3528,19800
"reservoir",611,"NA",43.6767,-73.7367,"NA",45731271,36113,2.1336,29875
"reservoir",612,"NA",43.9167,-75.225,"NA",17207046,36049,22.86,12650
"reservoir",613,"NA",43.9233,-75.2784,"NA",6596651.04,36049,6.7056,5348
"reservoir",614,"339.28868999999997",43.755,-74.2767,"NA",119770908,36041,14.3256,67000
"reservoir",615,"NA",43.8866,-75.1084,"NA",12507487.2,36043,26.8224,8870
"reservoir",616,"6941.1732000000002",43.9466,-116.437,"NA",36757704,16045,34.1376,44800
"reservoir",617,"NA",43.6616,-73.84,"NA",11058148.2,36113,4.572,6580
"reservoir",618,"1434.85446",45.28,-88.2,"NA",30837000,55075,25.2984,18633
"reservoir",619,"NA",45.4483,-92.45,"NA",29850216,55095,7.0104,17000
"reservoir",620,"795.12693000000002",43.4066,-119.398,"NA",6969162,41025,10.9728,5650
"reservoir",621,"305.61882000000003",45.2383,-87.9367,"NA",20969160,55075,2.4384,9500
"reservoir",622,"256.40901000000002",44.5966,-111.352,"NA",110889852,16043,6.7056,89900
"reservoir",623,"NA",45.4416,-98.7317,"NA",23436120,46045,9.7536,10270
"reservoir",624,"NA",45.455,-94.4184,"NA",12334800,27145,3.048,7500
"reservoir",625,"15358.6407",45.4116,-92.6484,"NA",15665196,27025,18.288,8900
"reservoir",626,"2848.989",43.585,-118.208,"NA",237321552,41045,28.0416,192400
"reservoir",627,"44.029829999999997",43.745,-74.7834,"NA",12951540,36041,5.1816,6657
"reservoir",628,"378.13853999999998",44.86,-83.5967,"NA",43418496,26007,2.4384,34200
"reservoir",629,"409.21841999999998",43.3416,-72.5134,"NA",62290740,50027,35.052,2000
"reservoir",630,"NA",43.195,-71.7484,"NA",87330384,33013,21.6408,700
"reservoir",631,"54.389789999999998",43.0733,-71.15,"NA",14431716,33015,6.4008,9400
"reservoir",632,"284.89890000000003",45.0233,-85.7617,"NA",107251086,26089,5.7912,45150
"reservoir",633,"290.07888000000003",44.9766,-85.2067,"NA",15023786.4,26009,5.4864,6210
"reservoir",634,"NA",45.32,-91.37,"NA",12581496,55107,2.1336,6500
"reservoir",635,"1745.65326",42.6683,-122.67,"NA",573568200,41029,101.1936,315000
"reservoir",636,"46.619819999999997",45.3133,-91.6484,"NA",42925104,55005,3.6576,27400
"reservoir",637,"134.67948000000001",43.7116,-74.9684,"NA",27888982.8,36043,5.4864,20890
"reservoir",638,"NA",42.9633,-121.088,"NA",21487221.6,41037,13.716,17420
"reservoir",639,"28904.288400000001",43.6433,-117.242,"NA",1381497600,41045,99.06,1120000
"reservoir",640,"163.16936999999999",43.0933,-71.66,"NA",106696020,33011,33.528,1000
"reservoir",641,"85.469669999999994",43.1083,-71.7734,"NA",10607928,33011,9.4488,6300
"reservoir",642,"6526.7748000000001",45.1883,-89.755,"NA",8140968,55069,7.0104,5200
"reservoir",643,"NA",45.3266,-94.885,"NA",7563699.36,27067,2.1336,5256
"reservoir",644,"NA",44.8983,-85.4134,"NA",189462528,26009,3.9624,94050
"reservoir",645,"12172.953",45.225,-91.1284,"NA",88810560,55017,12.8016,48395
"reservoir",646,"178.70930999999999",43.1103,-71.9484,"NA",15295152,33011,11.5824,8360
"reservoir",647,"1245.7851900000001",44.42,-111.397,"NA",205991160,16043,22.2504,128000
"reservoir",648,"NA",45.3,-94.9484,"NA",16492861.08,27067,5.4864,7025
"reservoir",649,"NA",45.2,-90.7101,"NA",40088100,55119,3.6576,13500
"reservoir",650,"3004.3883999999998",45.2966,-96.4484,"NA",252863400,27011,4.2672,100880
"reservoir",651,"NA",45.2766,-94.0767,"NA",25074181.44,27171,1.8288,18150
"reservoir",652,"NA",45.2666,-94.8667,"NA",215410013.3,27067,1.8288,158760
"reservoir",653,"111.36957",42.9633,-71.395,"NA",69074880,33011,8.2296,16600
"reservoir",654,"NA",45.2633,-94.9334,"NA",16296737.76,27067,2.1336,11010
"reservoir",655,"33.669870000000003",43.5816,-74.9901,"NA",14308368,36043,7.62,8800
"reservoir",656,"NA",45.1633,-91.1584,"NA",19735680,55017,11.8872,13000
"reservoir",657,"NA",45.2466,-95.0701,"NA",14027134.56,27067,1.2192,7568
"reservoir",658,"NA",45.2483,-96.2917,"NA",112246680,27073,6.7056,11700
"reservoir",659,"14226.815070000001",43.1383,-72.4467,"NA",53039640,33005,12.192,9000
"reservoir",660,"NA",45.205,-93.9884,"NA",11241936.72,27171,2.4384,8526
"reservoir",661,"80.289689999999993",43.5217,-74.9484,"NA",7635241.2,36043,6.4008,5480
"reservoir",662,"NA",45.1866,-94.825,"NA",55393119.84,27067,1.8288,38320
"reservoir",663,"2848.989",44.6583,-84.125,"NA",20105724,26135,11.5824,13900
"reservoir",664,"NA",43.2916,-73.6667,"NA",12458148,36113,8.5344,6200
"reservoir",665,"1380.4646700000001",45.0883,-90.9534,"NA",18502200,55017,5.4864,10000
"reservoir",666,"NA",43.56,-116.662,"NA",234361200,16027,22.5552,190000
"reservoir",667,"7000.7429700000002",45.1716,-96.0934,"NA",149621124,27151,5.1816,12050
"reservoir",668,"NA",45.1366,-93.0151,"NA",14185020,27163,2.1336,8400
"reservoir",669,"2703.94956",43.3194,-73.9239,"NA",1677532800,36091,29.2608,786730
"reservoir",670,"714.83723999999995",44.7617,-85.6217,"NA",13568280,26055,6.4008,9400
"reservoir",671,"NA",43.2733,-73.72,"NA",11471364,36113,17.0688,5800
"reservoir",672,"445.47827999999998",43.105,-72.775,"NA",70111003.2,50025,79.248,2240
"reservoir",673,"3936.7847999999999",44.5017,-109.183,"NA",706784040,56029,70.104,424000
"reservoir",674,"2732.4394499999999",43.2966,-73.8867,"NA",23880172.8,36091,31.3944,17480
"reservoir",675,"NA",45.06,-91.2667,"NA",27136560,55017,16.4592,13000
"reservoir",676,"258.99900000000002",42.9966,-72.3084,"NA",40704840,33005,24.384,1300
"reservoir",677,"NA",43.3866,-74.545,"NA",7025902.08,36041,0,5696
"reservoir",678,"2040.91212",43.9533,-113.673,"NA",54889860,16037,21.336,44500
"reservoir",679,"NA",44.66,-84.8184,"NA",14801760,26039,1.8288,5000
"reservoir",680,"3804.6953100000001",44.5616,-83.7967,"NA",7400880,26001,12.4968,5000
"reservoir",681,"720.01721999999995",43.05,-72.7017,"NA",41444928,50025,39.3192,800
"reservoir",682,"5723.8779000000004",43.595,-115.923,"NA",371092458,16039,78.3336,287000
"reservoir",683,"NA",44.8883,-88.6267,"NA",33303960,55078,4.572,19000
"reservoir",684,"28.489889999999999",42.45,-122.25,"NA",19488984,41035,12.8016,15600
"reservoir",686,"NA",45.065,-94.2584,"NA",10583258.4,27093,1.8288,6864
"reservoir",687,"NA",43.545,-75.9195,"NA",85110120,36075,18.288,51650
"reservoir",688,"NA",42.7,-71.1667,"NA",24546252,25009,10.0584,6470
"reservoir",689,"NA",44.4883,-83.72,"NA",17022024,26069,10.668,11700
"reservoir",690,"6941.1732000000002",43.53,-116.055,"NA",377444880,16001,73.152,306000
"reservoir",691,"4250.1735900000003",44.4733,-83.5734,"NA",53286336,26069,14.6304,36700
"reservoir",692,"10411.7598",44.8916,-89.6267,"NA",26519820,55073,6.096,13500
"reservoir",693,"63.195756000000003",44.57,-107.212,"NA",16935680.4,56033,24.384,11008
"reservoir",694,"51.799799999999998",42.3783,-122.347,"NA",11594712,41029,8.5344,7900
"reservoir",695,"4309.7433600000004",44.435,-83.44,"NA",53656380,26069,14.3256,37000
"reservoir",696,"15798.939",45.0217,-95.8667,"NA",151471344,27023,7.3152,29700
"reservoir",697,"14369.264520000001",44.9383,-91.34,"NA",191189400,55017,17.6784,92000
"reservoir",698,"NA",45.0083,-94.9134,"NA",58248626.04,27067,2.1336,38637
"reservoir",699,"NA",42.6,-70.9334,"NA",6435065.16,25009,9.144,5217
"reservoir",700,"4351.1832000000004",44.935,-91.8884,"NA",46872240,55033,15.8496,22543
"reservoir",701,"82.879679999999993",44.635,-86.1484,"NA",29603520,26019,1.8288,9700
"reservoir",702,"51.799799999999998",42.8017,-72.0284,"NA",7955946,33005,2.1336,3000
"reservoir",703,"77.699700000000007",42.9667,-72.95,"NA",91277520,50025,32.3088,57000
"reservoir",704,"966.06627000000003",43.3119,-75.1084,"NA",171453720,36065,27.432,92000
"reservoir",705,"NA",44.7366,-103.674,"NA",304669560,46019,26.8224,192000
"reservoir",706,"25.899899999999999",44.13,-110.818,"NA",20031715.2,56039,31.3944,15500
"reservoir",707,"NA",44.5133,-106.775,"NA",289851764.8,56019,30.48,111827
"reservoir",708,"4584.2822999999999",44.8833,-91.9284,"NA",25286340,55033,9.7536,15900
"reservoir",709,"NA",44.915,-93.2017,"NA",11471364,27053,15.24,5400
"reservoir",710,"10686.29874",44.7916,-89.6967,"NA",14801760,55073,6.7056,6000
"reservoir",711,"87.023663999999997",44.4516,-107.122,"NA",9251100,56019,17.0688,6050
"reservoir",712,"126.90951",44.4333,-84.6717,"NA",24422904,26143,2.1336,11880
"reservoir",713,"NA",44.8583,-92.2401,"NA",70185012,55109,7.62,1550
"reservoir",714,"NA",44.8266,-91.5117,"NA",19735680,55035,7.62,6256
"reservoir",715,"2149.6916999999999",44.82,-91.4434,"NA",13568280,55035,8.2296,8200
"reservoir",716,"2926.6887000000002",43.8733,-112.407,"NA",55136556,16051,3.048,44700
"reservoir",717,"72.519720000000007",42.2167,-122.37,"NA",94607916,41029,24.9936,62100
"reservoir",718,"577.56777",42.055,-123.113,"NA",101145360,41029,71.628,44900
"reservoir",720,"165.75935999999999",42.1616,-122.603,"NA",57603516,41029,57.912,40530
"reservoir",721,"375.54854999999998",43.2733,-75.4217,"NA",107929500,36065,25.908,63000
"reservoir",722,"574.97778000000005",44.41,-84.8017,"NA",45885456,26143,2.1336,23500
"reservoir",723,"NA",42.7717,-72.5134,"NA",273832560,33005,10.668,70000
"reservoir",724,"945.34635000000003",44.7317,-89.76,"NA",168986760,55073,9.144,102300
"reservoir",725,"NA",42.475,-70.9767,"NA",7067840.4,25009,18.288,5730
"reservoir",726,"31.079879999999999",43.1016,-74.4334,"NA",33612330,36035,11.8872,23170
"reservoir",727,"31.079879999999999",42.17,-122.47,"NA",25977088.8,41029,16.1544,16200
"reservoir",728,"NA",43.1783,-116.973,"NA",7820263.2,16073,31.6992,6340
"reservoir",729,"1566.9439500000001",44.7566,-91.1417,"NA",20969160,55035,7.62,7200
"reservoir",730,"476.55815999999999",42.8,-72.9167,"NA",208458120,50025,66.7512,119000
"reservoir",731,"NA",43.2433,-116.372,"NA",8511012,16001,7.3152,6900
"reservoir",732,"12665.051100000001",44.665,-89.65,"NA",125814960,55097,7.62,55400
"reservoir",734,"2538.1902",43.365,-115.447,"NA",621057180,16039,101.1936,503000
"reservoir",735,"NA",44.76,-92.8684,"NA",296035200,27037,9.4488,82000
"reservoir",736,"173.52932999999999",42.8683,-73.5867,"NA",69814968,36083,9.4488,35900
"reservoir",737,"82.879679999999993",43.355,-115.39,"NA",29726868,16039,9.7536,22500
"reservoir",738,"NA",44.245,-84.0584,"NA",8387664,26129,9.7536,6150
"reservoir",739,"9867.8618999999999",42.2233,-121.793,"NA",1077444780,41035,5.1816,873500
"reservoir",740,"2799.7791900000002",44.38,-85.8201,"NA",88070472,26165,25.908,60700
"reservoir",741,"NA",43.2717,-76.205,"NA",314981452.8,36075,4.572,255360
"reservoir",742,"NA",42.6133,-72.4417,"NA",20969160,25011,41.148,17000
"reservoir",743,"NA",44.0966,-108.977,"NA",88563864,56029,54.2544,66000
"reservoir",744,"NA",42.1333,-121.962,"NA",22819380,41035,8.2296,18500
"reservoir",745,"657.85745999999995",42.69,-72.975,"NA",8511012,25003,3.6576,6100
"reservoir",746,"18552.09837",42.61,-72.5534,"NA",19735680,25011,14.6304,16000
"reservoir",747,"13208.949000000001",43.2283,-76.3017,"NA",7191188.4,36075,3.6576,5500
"reservoir",748,"NA",44.06,-109.047,"NA",80299548,56029,44.196,59600
"reservoir",749,"NA",42.805,-73.72,"NA",83753292,36001,10.9728,49900
"reservoir",750,"NA",42.8064,-73.817,"NA",9991188,36091,14.3256,5500
"reservoir",751,"5179.9799999999996",44.3816,-104.78,"NA",775858920,56011,34.4424,194000
"reservoir",752,"12856.710359999999",44.5166,-89.5884,"NA",18502200,55097,5.1816,11900
"reservoir",753,"279.71892000000003",42.4033,-71.6884,"NA",282466920,25027,30.48,187000
"reservoir",754,"2134.1517600000002",43.86,-110.59,"NA",1161617455,56039,12.8016,847000
"reservoir",755,"NA",44.1216,-84.0584,"NA",9177091.2,26011,14.6304,6405
"reservoir",756,"8951.0054400000008",42.785,-73.8534,"NA",41321580,36093,10.3632,25100
"reservoir",757,"722.60721000000001",43.425,-114.028,"NA",41074884,16013,35.3568,30000
"reservoir",758,"120693.534",44.61,-92.61,"NA",431718000,27049,9.4488,290000
"reservoir",759,"11136.957",41.98,-122.333,"NA",119030820,6093,34.1376,77000
"reservoir",760,"3758.0754900000002",44.2583,-85.9384,"NA",64585012.8,26101,20.7264,39500
"reservoir",761,"163.16936999999999",43.425,-113.833,"NA",16651980,16013,26.8224,12700
"reservoir",762,"569.79780000000005",42.2016,-121.128,"NA",151718040,41035,21.336,94500
"reservoir",763,"11844.02427",41.9333,-122.437,"NA",87577080,6093,57.3024,58000
"reservoir",764,"NA",44.605,-93.52,"NA",14172685.2,27139,3.3528,9325
"reservoir",765,"NA",43.1566,-115.663,"NA",8202642,16039,13.1064,5470
"reservoir",766,"NA",42.9066,-117.237,"NA",67841400,41045,16.4592,55000
"reservoir",767,"NA",42.445,-119.843,"NA",64264308,41037,3.9624,52100
"reservoir",768,"NA",43.28,-114.8,"NA",26396472,16025,7.0104,21400
"reservoir",769,"8127.3886199999997",43.15,-76.3334,"NA",43171800,36067,4.8768,34100
"reservoir",770,"NA",44.1133,-84.4451,"NA",21585900,26051,9.7536,12500
"reservoir",771,"NA",42.3067,-71.4934,"NA",40729509.6,25027,21.336,22260
"reservoir",772,"14037.745800000001",44.4333,-89.7784,"NA",27975326.4,55141,7.3152,16300
"reservoir",773,"18.129930000000002",42.35,-71.905,"NA",15268015.44,25027,20.7264,9118
"reservoir",774,"435.11831999999998",42.7116,-73.9601,"NA",11088985.2,36001,13.4112,5000
"reservoir",775,"NA",44.0433,-84.3417,"NA",62907480,26051,17.3736,48000
"reservoir",776,"77.699700000000007",42.2433,-120.508,"NA",14061672,41037,16.4592,7540
"reservoir",777,"NA",44.5117,-92.94,"NA",19735680,27049,17.0688,8000
"reservoir",778,"4143.9840000000004",43.255,-114.358,"NA",236211420,16013,39.0144,192000
"reservoir",779,"NA",43.0816,-115.5,"NA",6579382.32,16039,9.7536,5330
"reservoir",780,"630662.56499999994",44.45,-100.387,"NA",28740084000,46065,60.96,18900000
"reservoir",781,"NA",43.5833,-111.742,"NA",123964740,16019,55.1688,1e+05
"reservoir",782,"3341.0871000000002",44.4116,-90.7217,"NA",20969160,55053,28.0416,13000
"reservoir",783,"NA",43.9616,-84.3334,"NA",11101320,26051,9.4488,6500
"reservoir",785,"NA",44.2533,-88.4117,"NA",17638764,55087,4.2672,7800
"reservoir",786,"NA",42.9466,-115.975,"NA",308370000,16039,32.004,250000
"reservoir",787,"NA",42.8933,-75.755,"NA",12781319.76,36053,7.62,6609
"reservoir",788,"546.48788999999999",42.1216,-120.617,"NA",80176200,41037,16.764,62500
"reservoir",789,"NA",42.8633,-75.6884,"NA",12334800,36053,7.62,5714
"reservoir",790,"481.73813999999999",42.2833,-72.3434,"NA",1560352200,25015,51.816,1265000
"reservoir",791,"13752.8469",44.2,-88.4467,"NA",1603524000,55139,2.7432,7e+05
"reservoir",792,"188.29227299999999",42.945,-76.43,"NA",135682800,36067,6.096,84500
"reservoir",793,"194.24924999999999",42.6944,-74.9217,"NA",49092504,36077,2.1336,20440
"reservoir",794,"NA",44.325,-91.9234,"NA",1082995440,27157,7.3152,590000
"reservoir",795,"NA",42.905,-76.3134,"NA",20969160,36067,5.1816,26067
"reservoir",796,"NA",42.8266,-75.9017,"NA",19982376,36067,18.5928,11890
"reservoir",797,"NA",42.185,-119.812,"NA",12334800,41037,2.4384,10000
"reservoir",798,"530.94794999999999",42.92,-76.5484,"NA",79230120.84,36011,2.4384,17712
"reservoir",800,"1424.4945",41.9267,-121.075,"NA",698149680,6049,9.7536,388500
"reservoir",801,"NA",44.2033,-89.8067,"NA",17022024,55001,8.8392,7800
"reservoir",803,"NA",42.2016,-72.4334,"NA",10237884,25013,8.2296,6300
"reservoir",804,"85.469669999999994",42.4683,-73.9317,"NA",58713648,36001,23.1648,37000
"reservoir",805,"136.233474",42.275,-72.8842,"NA",39964752,25013,48.4632,9400
"reservoir",806,"2551.1401500000002",43.8166,-84.3884,"NA",73022016,26051,14.9352,40000
"reservoir",807,"NA",42.915,-76.7867,"NA",7400880,36099,21.6408,5500
"reservoir",808,"NA",41.99,-71.3984,"NA",19340966.4,44007,21.6408,11000
"reservoir",809,"NA",44.2916,-93.295,"NA",31453740,27131,5.1816,14100
"reservoir",810,"NA",42.2133,-72.6017,"NA",46872240,25013,10.668,27000
"reservoir",811,"176.11931999999999",42.1083,-72.1267,"NA",39718056,25027,15.24,2320
"reservoir",812,"NA",42.9133,-115.067,"NA",13568280,16039,25.6032,11000
"reservoir",813,"38.849850000000004",42.225,-72.7767,"NA",30528630,25015,39.624,17214
"reservoir",814,"1823.3529599999999",42.9014,-76.8642,"NA",132544826.9,36099,10.0584,107456
"reservoir",815,"NA",44.2783,-93.7434,"NA",31440171.72,27079,1.8288,18544
"reservoir",816,"NA",44.285,-94.2334,"NA",69168624.48,27103,1.8288,32711
"reservoir",817,"339.28868999999997",43.6633,-108.823,"NA",27506604,56017,47.8536,17200
"reservoir",818,"826.20681000000002",44.0716,-103.488,"NA",141850200,46103,64.6176,56000
"reservoir",819,"NA",44.145,-90.1884,"NA",15295152,55057,3.3528,6000
"reservoir",820,"NA",44.2133,-92.4784,"NA",43171800,27157,16.764,20000
"reservoir",821,"246.04904999999999",44.028,-103.786,"NA",52299552,46103,32.6136,15700
"reservoir",822,"NA",44.2233,-93.5717,"NA",93249854.52,27079,0,65560
"reservoir",823,"NA",43.1433,-79.0217,"NA",74008800,36063,42.672,60000
"reservoir",824,"NA",43.895,-86.4451,"NA",106079280,26105,33.528,82300
"reservoir",825,"360.00860999999998",41.54,-122.375,"NA",88810560,6093,22.2504,50000
"reservoir",826,"NA",42.455,-74.4567,"NA",19118940,36095,15.24,8600
"reservoir",827,"NA",42.4466,-74.4384,"NA",22819380,36095,33.2232,15000
"reservoir",828,"153327.408",44.1616,-91.8117,"NA",131488968,55011,7.9248,57400
"reservoir",829,"13488.66792",43.33,-111.205,"NA",1747841160,16019,75.8952,1420000
"reservoir",830,"NA",42.8416,-114.907,"NA",22819380,16083,16.1544,18500
"reservoir",831,"NA",42.505,-74.985,"NA",12704844,36077,11.5824,7800
"reservoir",832,"15177.341399999999",44.0567,-90.02,"NA",674836908,55001,12.8016,325300
"reservoir",833,"2641.7898",43.6767,-84.38,"NA",42555060,26111,9.7536,26200
"reservoir",834,"445.47827999999998",41.945,-71.9,"NA",33057264,9015,19.812,1200
"reservoir",835,"42.734834999999997",42.16,-73.0584,"NA",30343608,25003,9.7536,22000
"reservoir",836,"NA",43.975,-103.452,"NA",27189599.64,46103,38.4048,13395
"reservoir",837,"119.13954",42.1267,-72.8934,"NA",86343600,25013,76.2,70000
"reservoir",838,"20.719919999999998",42.1316,-72.94,"NA",9732157.2,25013,30.48,7890
"reservoir",839,"NA",42.28,-73.805,"NA",15418500,36039,24.9936,8400
"reservoir",840,"813.25685999999996",42.39,-74.4534,"NA",83259900,36095,55.7784,67500
"reservoir",841,"NA",44.1466,-93.7101,"NA",23460789.6,27161,1.8288,13014
"reservoir",842,"NA",43.72,-85.1834,"NA",9251100,26107,3.9624,6100
"reservoir",843,"153327.408",44.0883,-91.67,"NA",48845808,27169,9.7536,26000
"reservoir",844,"NA",41.8416,-71.5834,"NA",8517179.4,44007,3.048,5466
"reservoir",845,"75.627707999999998",42.0466,-72.7567,"NA",15541848,25013,8.8392,8300
"reservoir",846,"NA",44.11,-94.5667,"NA",16993653.96,27015,1.8288,8346
"reservoir",847,"NA",43.6533,-84.9884,"NA",16651980,26073,13.716,5760
"reservoir",848,"645762.20669999998",44.0383,-99.4467,"NA",2318942400,46085,24.384,1725000
"reservoir",849,"NA",44.08,-95.6817,"NA",37083342.72,27101,2.4384,19040
"reservoir",850,"NA",44,-91.4384,"NA",69814968,55121,8.2296,41000
"reservoir",851,"119.13954",42.7775,-77.6167,"NA",50697261.48,36051,1.8288,22356
"reservoir",852,"240.86906999999999",41.7533,-71.5851,"NA",203339178,44007,28.6512,114000
"reservoir",853,"NA",41.8183,-120.027,"NA",14061672,6049,10.9728,7120
"reservoir",854,"308.20881000000003",42.0061,-73.0367,"NA",120510996,9005,66.4464,47500
"reservoir",855,"297.84885000000003",43.8483,-88.9617,"NA",49339200,55047,2.4384,30000
"reservoir",856,"NA",43.6133,-85.4784,"NA",15800878.8,26107,12.8016,10900
"reservoir",857,"471.37817999999999",42.6561,-77.0611,"NA",247621110,36123,1.524,80500
"reservoir",858,"315.97877999999997",41.9883,-73.02,"NA",21807926.4,9003,35.6616,13900
"reservoir",859,"NA",43.9766,-99.295,"NA",22878587.04,46017,17.0688,6548
"reservoir",860,"44.029829999999997",41.8683,-72.4317,"NA",10731276,9013,8.2296,6000
"reservoir",861,"17777.691360000001",43.865,-89.955,"NA",384414042,55001,9.144,172050
"reservoir",862,"165.24136200000001",41.695,-71.595,"NA",15603522,44003,7.62,5740
"reservoir",863,"2797.1891999999998",42.7333,-77.9067,"NA",41617615.2,36051,65.532,4660
"reservoir",864,"NA",43.93,-99.8334,"NA",9867840,46085,9.144,1200
"reservoir",865,"264.17898000000002",42.325,-75.2234,"NA",71973558,36025,44.5008,4690
"reservoir",866,"19968.822899999999",43.4166,-108.177,"NA",1816916040,56013,43.8912,802000
"reservoir",867,"NA",41.28,-122.328,"NA",46255500,6093,55.1688,26000
"reservoir",868,"4143.9840000000004",41.6333,-120.562,"NA",12001760.4,6049,2.1336,6530
"reservoir",869,"NA",42,-73.4117,"NA",11462729.64,9005,6.096,5693
"reservoir",870,"135.97447500000001",41.9116,-72.9534,"NA",165936364,9005,41.148,97477
"reservoir",871,"411.80840999999998",41.765,-72.1817,"NA",64140960,9013,19.2024,2800
"reservoir",872,"1556.5839900000001",43.7866,-89.3267,"NA",19242288,55077,3.3528,9000
"reservoir",873,"18.2594295",41.9233,-73.0834,"NA",14555064,9005,3.3528,9200
"reservoir",874,"NA",43.9466,-95.0067,"NA",11875945.44,27033,2.4384,6148
"reservoir",875,"NA",43.8666,-91.3084,"NA",129515400,55063,8.5344,79000
"reservoir",876,"1504.7841900000001",43.005,-111.715,"NA",505726800,16029,10.668,410000
"reservoir",877,"157.98938999999999",41.88,-72.9584,"NA",16614975.6,9005,22.2504,8940
"reservoir",878,"277.12893000000003",41.5783,-120.625,"NA",152828172,6049,12.192,77000
"reservoir",880,"NA",42.9933,-111.49,"NA",123348000,16029,2.7432,40000
"reservoir",881,"4794.0714900000003",43.4883,-85.63,"NA",226220232,26123,23.7744,155860
"reservoir",882,"665.62743",42.3416,-75.9653,"NA",217092480,36007,27.432,11200
"reservoir",883,"82.879679999999993",41.8283,-72.9434,"NA",49992944.4,9005,34.1376,29540
"reservoir",884,"42942.034200000002",42.78,-112.88,"NA",2063118648,16077,42.672,1700000
"reservoir",885,"NA",43.29,-108.258,"NA",8243346.84,56013,3.3528,6683
"reservoir",886,"NA",43.21,-109.042,"NA",188105700,56013,20.7264,152500
"reservoir",887,"NA",41.7983,-72.9317,"NA",49992944.4,9003,21.0312,29540
"reservoir",888,"258.99900000000002",42.8783,-111.945,"NA",29227308.6,16029,14.9352,23700
"reservoir",889,"40662.843000000001",42.67,-113.483,"NA",272599080,16067,22.5552,210000
"reservoir",891,"93.239639999999994",43.085,-109.967,"NA",31700436,56035,3.9624,17500
"reservoir",892,"NA",41.5816,-71.93,"NA",13521407.76,9011,5.1816,5982
"reservoir",893,"5760.1377599999996",43.4216,-85.8017,"NA",44281932,26123,15.8496,30500
"reservoir",894,"15.53994",41.4883,-120.488,"NA",15564050.64,6049,7.0104,11000
"reservoir",895,"NA",43.1955,-108.756,"NA",45515412,56013,10.0584,36900
"reservoir",896,"NA",43.6516,-89.5917,"NA",9251100,55077,3.3528,5784
"reservoir",897,"NA",43.7717,-93.2717,"NA",15073125.6,27047,3.048,6580
"reservoir",898,"NA",41.7966,-73.2517,"NA",12088104,9005,10.3632,6500
"reservoir",899,"1183.6254300000001",43.7933,-95.2917,"NA",123348000,27063,2.1336,72571
"reservoir",900,"960.88629000000003",42.0775,-74.9667,"NA",752102095.2,36025,62.1792,460000
"reservoir",901,"NA",41.1316,-122.07,"NA",50634354,6089,60.3504,35300
"reservoir",902,"20062.062539999999",43.6267,-89.7817,"NA",44405280,55111,7.62,18500
"reservoir",903,"663.03743999999995",41.9383,-74.22,"NA",632158500,36111,64.9224,392400
"reservoir",904,"44496.028200000001",42.5233,-114.013,"NA",17515416,16083,22.2504,14200
"reservoir",905,"1512.5541599999999",43.74,-98.025,"NA",24157705.8,46035,16.764,8960
"reservoir",906,"134.67948000000001",43.56,-88.9184,"NA",27136560,55027,2.7432,14400
"reservoir",907,"NA",42.37,-77.11,"NA",91277520,36101,3.9624,60000
"reservoir",908,"26.417898000000001",41.7433,-73.3,"NA",17197178.16,9005,25.908,10090
"reservoir",909,"NA",42.4683,-114.167,"NA",9522465.6,16083,12.192,7720
"reservoir",910,"248.89803900000001",41.695,-73.0617,"NA",51806160,9005,41.7576,15
"reservoir",911,"NA",42.9916,-109.908,"NA",39625545,56035,5.4864,22630
"reservoir",912,"NA",43.5883,-90.0867,"NA",20562111.6,55111,10.668,8716
"reservoir",913,"19.165925999999999",41.533,-72.2684,"NA",10484580,9011,18.8976,4520
"reservoir",914,"1362.33474",43.12,-83.485,"NA",36881052,26049,9.144,15350
"reservoir",915,"1841.48289",41.8483,-74.0467,"NA",9867840,36111,36.8808,8000
"reservoir",916,"1175.85546",42.0633,-75.3784,"NA",555066000,36025,53.34,300999
"reservoir",917,"21.9890151",41.6747,-73.1442,"NA",7490924.04,9005,44.196,6073
"reservoir",918,"28.489889999999999",41.23,-121.137,"NA",11101320,6049,3.6576,5500
"reservoir",919,"NA",41.0416,-121.985,"NA",36634356,6089,60.96,24300
"reservoir",920,"NA",43.08,-83.66,"NA",8494976.76,26049,5.7912,5200
"reservoir",921,"NA",43.57,-91.2317,"NA",243488952,55123,9.4488,105200
"reservoir",922,"360.00860999999998",43.455,-88.845,"NA",64585012.8,55027,2.7432,30677
"reservoir",923,"NA",43.6116,-93.2717,"NA",19667838.6,27047,3.048,8586
"reservoir",924,"NA",42.3383,-77.7017,"NA",13321584,36101,34.4424,7950
"reservoir",925,"NA",42.0567,-116.168,"NA",6784140,16073,7.62,5500
