collection,colid,area,lat,lon,elev,MAXCAP
reservoir,480,2426.82063,44.53,-74.9334,NA,17219380.8
reservoir,481,828.7968,46.12,-91.935,NA,28370040
reservoir,482,NA,45.9566,-88.1967,NA,24977970
reservoir,483,NA,44.58,-75.31,NA,24186075.84
reservoir,484,1155.13554,45.9817,-103.247,NA,206681908.8
reservoir,485,233.0991,46.1,-91.5134,NA,46872240
reservoir,486,1248.37518,43.68,-121.69,NA,249372651.6
reservoir,487,57.497778,43.8483,-71.1717,NA,80176200
reservoir,488,2719.4895,45.9466,-88.22,NA,31638762
reservoir,489,19.424925,43.985,-71.9734,NA,16343610
reservoir,490,NA,44.4533,-74.7617,NA,12125108.4
reservoir,491,854.6967,43.795,-71.0617,NA,58220256
reservoir,492,2261.06127,44.4483,-74.7534,NA,73046685.6
reservoir,493,NA,45.635,-84.4784,NA,7894272
reservoir,494,582.74775,46.0333,-91.075,NA,33920700
reservoir,495,NA,44.305,-73.995,NA,9682818
reservoir,496,362.5986,46.115,-95.94,NA,16503962.4
reservoir,497,712.24725,44.3533,-117.67,NA,60440520
reservoir,498,NA,45.9733,-89.9417,NA,19192948.8
reservoir,500,533.53794,45.4466,-109.198,NA,45638760
reservoir,501,1113.6957,46.0683,-93.68,NA,20890217.28
reservoir,502,NA,44.5233,-116.445,NA,9605108.76
reservoir,503,NA,44.29,-74.13,NA,17268720
reservoir,504,406.62843,43.665,-70.7234,NA,7357708.2
reservoir,505,NA,46.0666,-95.4184,NA,234361200
reservoir,506,334.10871,45.8933,-89.1417,NA,41074884
reservoir,507,20.201922,43.8616,-71.8084,NA,10361232
reservoir,508,NA,45.0017,-112.857,NA,405814920
reservoir,509,NA,45.8067,-87.7867,NA,8264316
reservoir,510,253.301022,45.925,-90.0917,NA,28318233.84
reservoir,511,157.98939,43.5017,-121.973,NA,143515398
reservoir,512,758.86707,45.9966,-92.3734,NA,40088100
reservoir,513,NA,45.8067,-88.125,NA,8973567
reservoir,514,152.80941,45.8716,-89.395,NA,18748896
reservoir,515,1621.33374,44.525,-116.05,NA,1060792800
reservoir,516,202.01922,45.8733,-89.53,NA,15788544
reservoir,517,90.64965,46.025,-95.3867,NA,345650699.5
reservoir,518,145.03944,44.3916,-116.893,853.44,19007926.8
reservoir,519,1041.17598,46.0183,-97.3667,NA,7609338.12
reservoir,520,230.50911,45.8767,-89.7284,NA,50942724
reservoir,521,4200.96378,43.575,-70.56,NA,28370040
reservoir,522,NA,44.2517,-74.2967,NA,29973564
reservoir,523,264.17898,45.9616,-93.3134,NA,14029601.52
reservoir,524,1955.44245,45.8333,-89.545,NA,72935672.4
reservoir,525,NA,45.975,-94.3684,NA,11101320
reservoir,526,2007.24225,45.8883,-91.0767,NA,413215800
reservoir,527,NA,44.2333,-74.53,NA,44898672
reservoir,528,626.77758,44.3567,-116.617,NA,85850208
reservoir,529,150.21942,43.705,-71.63,NA,54273120
reservoir,530,44.02983,43.5683,-70.975,NA,34192065.6
reservoir,531,NA,43.0416,-123.557,NA,18502200
reservoir,532,121.72953,45.225,-109.76,NA,26396472
reservoir,533,32.4784746,43.655,-71.5017,NA,30220260
reservoir,534,NA,45.8416,-91.4067,NA,66114528
reservoir,535,440.2983,43.32,-122.188,NA,18070482
reservoir,536,NA,45.9133,-95.33,NA,23013036.36
reservoir,537,59.56977,43.59,-71.2017,NA,26297793.6
reservoir,538,51.7998,45.8366,-91.8367,NA,11693390.4
reservoir,539,372.95856,44.22,-74.8487,NA,70801752
reservoir,541,8080.7688,45.7533,-102.203,NA,578008728
reservoir,542,NA,45.795,-90.9884,NA,8634360
reservoir,543,NA,45.885,-95.3284,NA,18088984.2
reservoir,544,80.28969,43.4933,-70.8484,NA,14481055.2
reservoir,545,NA,45.8816,-95.4934,NA,45174971.52
reservoir,546,NA,45.855,-98.705,NA,35524224
reservoir,547,NA,45.84,-92.9383,NA,18095151.6
reservoir,548,30043.884,45.86,-94.345,NA,19118940
reservoir,549,5255.08971,45.8616,-96.5717,NA,117797340
reservoir,550,NA,45.74,-90.38,NA,12914535.6
reservoir,551,NA,44.325,-116.195,NA,6426430.8
reservoir,552,271.94895,43.4233,-70.6651,NA,7154184
reservoir,553,846.92673,45.7116,-89.845,NA,125321568
reservoir,554,41.43984,43.6866,-72.0917,NA,19488984
reservoir,555,2538.1902,43.6166,-71.7434,NA,49339200
reservoir,556,50893.3035,45.3067,-107.957,NA,1696035000
reservoir,557,NA,44.115,-74.625,NA,26519820
reservoir,558,1932.13254,43.5983,-71.7184,NA,12334800
reservoir,559,940.16637,43.5483,-71.4667,NA,2960352000
reservoir,560,31.07988,43.4766,-71.18,NA,27087220.8
reservoir,561,NA,45.635,-89.2434,NA,12149778
reservoir,562,505.04805,45.6833,-90.4517,NA,13321584
reservoir,563,NA,45.775,-98.25,NA,12986077.44
reservoir,564,422.16837,43.6483,-72.1717,NA,22572684
reservoir,565,72.51972,44.1983,-116.597,NA,44898672
reservoir,566,90.64965,45.7833,-94.7734,NA,100447210.3
reservoir,567,10598.23908,43.6666,-72.3034,NA,128281920
reservoir,568,287.48889,43.4133,-70.9867,NA,18502200
reservoir,569,5255.08971,45.7625,-96.6401,NA,218942700
reservoir,570,678.57738,43.8433,-73.4317,NA,2811100920
reservoir,571,8601.35679,45.5133,-87.8034,NA,15233478
reservoir,572,1139.5956,43.9116,-118.157,NA,81409680
reservoir,573,8611.71675,45.5,-87.8034,NA,8603523
reservoir,574,NA,45.74,-94.9517,NA,24176208
reservoir,575,2341.35096,44.865,-111.347,NA,647577000
reservoir,576,290.07888,44.2933,-115.645,NA,241762080
reservoir,577,1113.6957,43.4733,-71.535,NA,41050214.4
reservoir,578,212.37918,45.6683,-91.68,NA,43171800
reservoir,579,1416.72453,44.0133,-117.395,NA,47982372
reservoir,580,176.11932,45.66,-91.5567,NA,29295150
reservoir,581,NA,45.6916,-92.7417,NA,18008808
reservoir,582,36.25986,43.7228,-72.932,NA,27247573.2
reservoir,583,NA,44.83,-111.425,NA,73392060
reservoir,584,569.7978,43.605,-72.36,NA,88563864
reservoir,586,NA,45.69,-95.8651,NA,11219734.08
reservoir,587,NA,45.6666,-98.3167,NA,24792948
reservoir,588,13.7787468,43.46,-71.75,NA,7894272
reservoir,589,1411.54455,45.5383,-89.745,NA,78942720
reservoir,590,155.3994,45.61,-91.7734,NA,47020257.6
reservoir,591,3206.40762,45.0966,-83.5234,NA,37004400
reservoir,592,209.012193,45.1666,-107.6,NA,28370040
reservoir,593,416.98839,45.59,-91.6,NA,84653732.4
reservoir,594,1476.2943,44.6533,-112.365,NA,164052840
reservoir,595,NA,45.62,-94.2034,NA,34537440
reservoir,596,1955.44245,45.4817,-89.68,NA,16281936
reservoir,597,NA,45.5666,-93.4267,NA,22752772.08
reservoir,598,NA,45.4416,-89.73,NA,31453740
reservoir,599,38.84985,43.2416,-71.1534,NA,17268720
reservoir,600,450.65826,45.4383,-89.7417,NA,34537440
reservoir,601,4993.50072,45.4916,-91.0467,NA,71307478.8
reservoir,602,1284.63504,45.3567,-88.2317,NA,24669600
reservoir,603,442.88829,45.0233,-83.7934,NA,65374440
reservoir,604,NA,45.4983,-91.7334,NA,12704844
reservoir,605,4584.2823,45.13,-106.77,NA,185022000
reservoir,606,NA,45.535,-98.5917,NA,24422904
reservoir,607,NA,45.5466,-94.1467,NA,111013200
reservoir,608,445.47828,43.9,-75.052,NA,127418484
reservoir,609,119.13954,43.385,-72.08,NA,264889830
reservoir,611,NA,43.6767,-73.7367,NA,45731271
reservoir,612,NA,43.9167,-75.225,NA,17207046
reservoir,613,NA,43.9233,-75.2784,NA,6596651.04
reservoir,614,339.28869,43.755,-74.2767,NA,119770908
reservoir,615,NA,43.8866,-75.1084,NA,12507487.2
reservoir,616,6941.1732,43.9466,-116.437,NA,36757704
reservoir,617,NA,43.6616,-73.84,NA,11058148.2
reservoir,618,1434.85446,45.28,-88.2,NA,30837000
reservoir,619,NA,45.4483,-92.45,NA,29850216
reservoir,620,795.12693,43.4066,-119.398,NA,6969162
reservoir,621,305.61882,45.2383,-87.9367,NA,20969160
reservoir,622,256.40901,44.5966,-111.352,NA,110889852
reservoir,623,NA,45.4416,-98.7317,NA,23436120
reservoir,624,NA,45.455,-94.4184,NA,12334800
reservoir,625,15358.6407,45.4116,-92.6484,NA,15665196
reservoir,626,2848.989,43.585,-118.208,NA,237321552
reservoir,627,44.02983,43.745,-74.7834,NA,12951540
reservoir,628,378.13854,44.86,-83.5967,NA,43418496
reservoir,629,409.21842,43.3416,-72.5134,NA,62290740
reservoir,630,NA,43.195,-71.7484,NA,87330384
reservoir,631,54.38979,43.0733,-71.15,NA,14431716
reservoir,632,284.8989,45.0233,-85.7617,NA,107251086
reservoir,633,290.07888,44.9766,-85.2067,NA,15023786.4
reservoir,634,NA,45.32,-91.37,NA,12581496
reservoir,635,1745.65326,42.6683,-122.67,NA,573568200
reservoir,636,46.61982,45.3133,-91.6484,NA,42925104
reservoir,637,134.67948,43.7116,-74.9684,NA,27888982.8
reservoir,638,NA,42.9633,-121.088,NA,21487221.6
reservoir,639,28904.2884,43.6433,-117.242,NA,1381497600
reservoir,640,163.16937,43.0933,-71.66,NA,106696020
reservoir,641,85.46967,43.1083,-71.7734,NA,10607928
reservoir,642,6526.7748,45.1883,-89.755,NA,8140968
reservoir,643,NA,45.3266,-94.885,NA,7563699.36
reservoir,644,NA,44.8983,-85.4134,NA,189462528
reservoir,645,12172.953,45.225,-91.1284,NA,88810560
reservoir,646,178.70931,43.1103,-71.9484,NA,15295152
reservoir,647,1245.78519,44.42,-111.397,NA,205991160
reservoir,648,NA,45.3,-94.9484,NA,16492861.08
reservoir,649,NA,45.2,-90.7101,NA,40088100
reservoir,650,3004.3884,45.2966,-96.4484,NA,252863400
reservoir,651,NA,45.2766,-94.0767,NA,25074181.44
reservoir,652,NA,45.2666,-94.8667,NA,215410013.3
reservoir,653,111.36957,42.9633,-71.395,NA,69074880
reservoir,654,NA,45.2633,-94.9334,NA,16296737.76
reservoir,655,33.66987,43.5816,-74.9901,NA,14308368
reservoir,656,NA,45.1633,-91.1584,NA,19735680
reservoir,657,NA,45.2466,-95.0701,NA,14027134.56
reservoir,658,NA,45.2483,-96.2917,NA,112246680
reservoir,659,14226.81507,43.1383,-72.4467,NA,53039640
reservoir,660,NA,45.205,-93.9884,NA,11241936.72
reservoir,661,80.28969,43.5217,-74.9484,NA,7635241.2
reservoir,662,NA,45.1866,-94.825,NA,55393119.84
reservoir,663,2848.989,44.6583,-84.125,NA,20105724
reservoir,664,NA,43.2916,-73.6667,NA,12458148
reservoir,665,1380.46467,45.0883,-90.9534,NA,18502200
reservoir,666,NA,43.56,-116.662,NA,234361200
reservoir,667,7000.74297,45.1716,-96.0934,NA,149621124
reservoir,668,NA,45.1366,-93.0151,NA,14185020
reservoir,669,2703.94956,43.3194,-73.9239,NA,1677532800
reservoir,670,714.83724,44.7617,-85.6217,NA,13568280
reservoir,671,NA,43.2733,-73.72,NA,11471364
reservoir,672,445.47828,43.105,-72.775,NA,70111003.2
reservoir,673,3936.7848,44.5017,-109.183,NA,706784040
reservoir,674,2732.43945,43.2966,-73.8867,NA,23880172.8
reservoir,675,NA,45.06,-91.2667,NA,27136560
reservoir,676,258.999,42.9966,-72.3084,NA,40704840
reservoir,677,NA,43.3866,-74.545,NA,7025902.08
reservoir,678,2040.91212,43.9533,-113.673,NA,54889860
reservoir,679,NA,44.66,-84.8184,NA,14801760
reservoir,680,3804.69531,44.5616,-83.7967,NA,7400880
reservoir,681,720.01722,43.05,-72.7017,NA,41444928
reservoir,682,5723.8779,43.595,-115.923,NA,371092458
reservoir,683,NA,44.8883,-88.6267,NA,33303960
reservoir,684,28.48989,42.45,-122.25,NA,19488984
reservoir,686,NA,45.065,-94.2584,NA,10583258.4
reservoir,687,NA,43.545,-75.9195,NA,85110120
reservoir,688,NA,42.7,-71.1667,NA,24546252
reservoir,689,NA,44.4883,-83.72,NA,17022024
reservoir,690,6941.1732,43.53,-116.055,NA,377444880
reservoir,691,4250.17359,44.4733,-83.5734,NA,53286336
reservoir,692,10411.7598,44.8916,-89.6267,NA,26519820
reservoir,693,63.195756,44.57,-107.212,NA,16935680.4
reservoir,694,51.7998,42.3783,-122.347,NA,11594712
reservoir,695,4309.74336,44.435,-83.44,NA,53656380
reservoir,696,15798.939,45.0217,-95.8667,NA,151471344
reservoir,697,14369.26452,44.9383,-91.34,NA,191189400
reservoir,698,NA,45.0083,-94.9134,NA,58248626.04
reservoir,699,NA,42.6,-70.9334,NA,6435065.16
reservoir,700,4351.1832,44.935,-91.8884,NA,46872240
reservoir,701,82.87968,44.635,-86.1484,NA,29603520
reservoir,702,51.7998,42.8017,-72.0284,NA,7955946
reservoir,703,77.6997,42.9667,-72.95,NA,91277520
reservoir,704,966.06627,43.3119,-75.1084,NA,171453720
reservoir,705,NA,44.7366,-103.674,NA,304669560
reservoir,706,25.8999,44.13,-110.818,NA,20031715.2
reservoir,707,NA,44.5133,-106.775,NA,289851764.8
reservoir,708,4584.2823,44.8833,-91.9284,NA,25286340
reservoir,709,NA,44.915,-93.2017,NA,11471364
reservoir,710,10686.29874,44.7916,-89.6967,NA,14801760
reservoir,711,87.023664,44.4516,-107.122,NA,9251100
reservoir,712,126.90951,44.4333,-84.6717,NA,24422904
reservoir,713,NA,44.8583,-92.2401,NA,70185012
reservoir,714,NA,44.8266,-91.5117,NA,19735680
reservoir,715,2149.6917,44.82,-91.4434,NA,13568280
reservoir,716,2926.6887,43.8733,-112.407,NA,55136556
reservoir,717,72.51972,42.2167,-122.37,NA,94607916
reservoir,718,577.56777,42.055,-123.113,NA,101145360
reservoir,720,165.75936,42.1616,-122.603,NA,57603516
reservoir,721,375.54855,43.2733,-75.4217,NA,107929500
reservoir,722,574.97778,44.41,-84.8017,NA,45885456
reservoir,723,NA,42.7717,-72.5134,NA,273832560
reservoir,724,945.34635,44.7317,-89.76,NA,168986760
reservoir,725,NA,42.475,-70.9767,NA,7067840.4
reservoir,726,31.07988,43.1016,-74.4334,NA,33612330
reservoir,727,31.07988,42.17,-122.47,NA,25977088.8
reservoir,728,NA,43.1783,-116.973,NA,7820263.2
reservoir,729,1566.94395,44.7566,-91.1417,NA,20969160
reservoir,730,476.55816,42.8,-72.9167,NA,208458120
reservoir,731,NA,43.2433,-116.372,NA,8511012
reservoir,732,12665.0511,44.665,-89.65,NA,125814960
reservoir,734,2538.1902,43.365,-115.447,NA,621057180
reservoir,735,NA,44.76,-92.8684,NA,296035200
reservoir,736,173.52933,42.8683,-73.5867,NA,69814968
reservoir,737,82.87968,43.355,-115.39,NA,29726868
reservoir,738,NA,44.245,-84.0584,NA,8387664
reservoir,739,9867.8619,42.2233,-121.793,NA,1077444780
reservoir,740,2799.77919,44.38,-85.8201,NA,88070472
reservoir,741,NA,43.2717,-76.205,NA,314981452.8
reservoir,742,NA,42.6133,-72.4417,NA,20969160
reservoir,743,NA,44.0966,-108.977,NA,88563864
reservoir,744,NA,42.1333,-121.962,NA,22819380
reservoir,745,657.85746,42.69,-72.975,NA,8511012
reservoir,746,18552.09837,42.61,-72.5534,NA,19735680
reservoir,747,13208.949,43.2283,-76.3017,NA,7191188.4
reservoir,748,NA,44.06,-109.047,NA,80299548
reservoir,749,NA,42.805,-73.72,NA,83753292
reservoir,750,NA,42.8064,-73.817,NA,9991188
reservoir,751,5179.98,44.3816,-104.78,NA,775858920
reservoir,752,12856.71036,44.5166,-89.5884,NA,18502200
reservoir,753,279.71892,42.4033,-71.6884,NA,282466920
reservoir,754,2134.15176,43.86,-110.59,NA,1161617455
reservoir,755,NA,44.1216,-84.0584,NA,9177091.2
reservoir,756,8951.00544,42.785,-73.8534,NA,41321580
reservoir,757,722.60721,43.425,-114.028,NA,41074884
reservoir,758,120693.534,44.61,-92.61,NA,431718000
reservoir,759,11136.957,41.98,-122.333,NA,119030820
reservoir,760,3758.07549,44.2583,-85.9384,NA,64585012.8
reservoir,761,163.16937,43.425,-113.833,NA,16651980
reservoir,762,569.7978,42.2016,-121.128,NA,151718040
reservoir,763,11844.02427,41.9333,-122.437,NA,87577080
reservoir,764,NA,44.605,-93.52,NA,14172685.2
reservoir,765,NA,43.1566,-115.663,NA,8202642
reservoir,766,NA,42.9066,-117.237,NA,67841400
reservoir,767,NA,42.445,-119.843,NA,64264308
reservoir,768,NA,43.28,-114.8,NA,26396472
reservoir,769,8127.38862,43.15,-76.3334,NA,43171800
reservoir,770,NA,44.1133,-84.4451,NA,21585900
reservoir,771,NA,42.3067,-71.4934,NA,40729509.6
reservoir,772,14037.7458,44.4333,-89.7784,NA,27975326.4
reservoir,773,18.12993,42.35,-71.905,NA,15268015.44
reservoir,774,435.11832,42.7116,-73.9601,NA,11088985.2
reservoir,775,NA,44.0433,-84.3417,NA,62907480
reservoir,776,77.6997,42.2433,-120.508,NA,14061672
reservoir,777,NA,44.5117,-92.94,NA,19735680
reservoir,778,4143.984,43.255,-114.358,NA,236211420
reservoir,779,NA,43.0816,-115.5,NA,6579382.32
reservoir,780,630662.565,44.45,-100.387,NA,28740084000
reservoir,781,NA,43.5833,-111.742,NA,123964740
reservoir,782,3341.0871,44.4116,-90.7217,NA,20969160
reservoir,783,NA,43.9616,-84.3334,NA,11101320
reservoir,785,NA,44.2533,-88.4117,NA,17638764
reservoir,786,NA,42.9466,-115.975,NA,308370000
reservoir,787,NA,42.8933,-75.755,NA,12781319.76
reservoir,788,546.48789,42.1216,-120.617,NA,80176200
reservoir,789,NA,42.8633,-75.6884,NA,12334800
reservoir,790,481.73814,42.2833,-72.3434,NA,1560352200
reservoir,791,13752.8469,44.2,-88.4467,NA,1603524000
reservoir,792,188.292273,42.945,-76.43,NA,135682800
reservoir,793,194.24925,42.6944,-74.9217,NA,49092504
reservoir,794,NA,44.325,-91.9234,NA,1082995440
reservoir,795,NA,42.905,-76.3134,NA,20969160
reservoir,796,NA,42.8266,-75.9017,NA,19982376
reservoir,797,NA,42.185,-119.812,NA,12334800
reservoir,798,530.94795,42.92,-76.5484,NA,79230120.84
reservoir,800,1424.4945,41.9267,-121.075,NA,698149680
reservoir,801,NA,44.2033,-89.8067,NA,17022024
reservoir,803,NA,42.2016,-72.4334,NA,10237884
reservoir,804,85.46967,42.4683,-73.9317,NA,58713648
reservoir,805,136.233474,42.275,-72.8842,NA,39964752
reservoir,806,2551.14015,43.8166,-84.3884,NA,73022016
reservoir,807,NA,42.915,-76.7867,NA,7400880
reservoir,808,NA,41.99,-71.3984,NA,19340966.4
reservoir,809,NA,44.2916,-93.295,NA,31453740
reservoir,810,NA,42.2133,-72.6017,NA,46872240
reservoir,811,176.11932,42.1083,-72.1267,NA,39718056
reservoir,812,NA,42.9133,-115.067,NA,13568280
reservoir,813,38.84985,42.225,-72.7767,NA,30528630
reservoir,814,1823.35296,42.9014,-76.8642,NA,132544826.9
reservoir,815,NA,44.2783,-93.7434,NA,31440171.72
reservoir,816,NA,44.285,-94.2334,NA,69168624.48
reservoir,817,339.28869,43.6633,-108.823,NA,27506604
reservoir,818,826.20681,44.0716,-103.488,NA,141850200
reservoir,819,NA,44.145,-90.1884,NA,15295152
reservoir,820,NA,44.2133,-92.4784,NA,43171800
reservoir,821,246.04905,44.028,-103.786,NA,52299552
reservoir,822,NA,44.2233,-93.5717,NA,93249854.52
reservoir,823,NA,43.1433,-79.0217,NA,74008800
reservoir,824,NA,43.895,-86.4451,NA,106079280
reservoir,825,360.00861,41.54,-122.375,NA,88810560
reservoir,826,NA,42.455,-74.4567,NA,19118940
reservoir,827,NA,42.4466,-74.4384,NA,22819380
reservoir,828,153327.408,44.1616,-91.8117,NA,131488968
reservoir,829,13488.66792,43.33,-111.205,NA,1747841160
reservoir,830,NA,42.8416,-114.907,NA,22819380
reservoir,831,NA,42.505,-74.985,NA,12704844
reservoir,832,15177.3414,44.0567,-90.02,NA,674836908
reservoir,833,2641.7898,43.6767,-84.38,NA,42555060
reservoir,834,445.47828,41.945,-71.9,NA,33057264
reservoir,835,42.734835,42.16,-73.0584,NA,30343608
reservoir,836,NA,43.975,-103.452,NA,27189599.64
reservoir,837,119.13954,42.1267,-72.8934,NA,86343600
reservoir,838,20.71992,42.1316,-72.94,NA,9732157.2
reservoir,839,NA,42.28,-73.805,NA,15418500
reservoir,840,813.25686,42.39,-74.4534,NA,83259900
reservoir,841,NA,44.1466,-93.7101,NA,23460789.6
reservoir,842,NA,43.72,-85.1834,NA,9251100
reservoir,843,153327.408,44.0883,-91.67,NA,48845808
reservoir,844,NA,41.8416,-71.5834,NA,8517179.4
reservoir,845,75.627708,42.0466,-72.7567,NA,15541848
reservoir,846,NA,44.11,-94.5667,NA,16993653.96
reservoir,847,NA,43.6533,-84.9884,NA,16651980
reservoir,848,645762.2067,44.0383,-99.4467,NA,2318942400
reservoir,849,NA,44.08,-95.6817,NA,37083342.72
reservoir,850,NA,44,-91.4384,NA,69814968
reservoir,851,119.13954,42.7775,-77.6167,NA,50697261.48
reservoir,852,240.86907,41.7533,-71.5851,NA,203339178
reservoir,853,NA,41.8183,-120.027,NA,14061672
reservoir,854,308.20881,42.0061,-73.0367,NA,120510996
reservoir,855,297.84885,43.8483,-88.9617,NA,49339200
reservoir,856,NA,43.6133,-85.4784,NA,15800878.8
reservoir,857,471.37818,42.6561,-77.0611,NA,247621110
reservoir,858,315.97878,41.9883,-73.02,NA,21807926.4
reservoir,859,NA,43.9766,-99.295,NA,22878587.04
reservoir,860,44.02983,41.8683,-72.4317,NA,10731276
reservoir,861,17777.69136,43.865,-89.955,NA,384414042
reservoir,862,165.241362,41.695,-71.595,NA,15603522
reservoir,863,2797.1892,42.7333,-77.9067,NA,41617615.2
reservoir,864,NA,43.93,-99.8334,NA,9867840
reservoir,865,264.17898,42.325,-75.2234,NA,71973558
reservoir,866,19968.8229,43.4166,-108.177,NA,1816916040
reservoir,867,NA,41.28,-122.328,NA,46255500
reservoir,868,4143.984,41.6333,-120.562,NA,12001760.4
reservoir,869,NA,42,-73.4117,NA,11462729.64
reservoir,870,135.974475,41.9116,-72.9534,NA,165936364
reservoir,871,411.80841,41.765,-72.1817,NA,64140960
reservoir,872,1556.58399,43.7866,-89.3267,NA,19242288
reservoir,873,18.2594295,41.9233,-73.0834,NA,14555064
reservoir,874,NA,43.9466,-95.0067,NA,11875945.44
reservoir,875,NA,43.8666,-91.3084,NA,129515400
reservoir,876,1504.78419,43.005,-111.715,NA,505726800
reservoir,877,157.98939,41.88,-72.9584,NA,16614975.6
reservoir,878,277.12893,41.5783,-120.625,NA,152828172
reservoir,880,NA,42.9933,-111.49,NA,123348000
reservoir,881,4794.07149,43.4883,-85.63,NA,226220232
reservoir,882,665.62743,42.3416,-75.9653,NA,217092480
reservoir,883,82.87968,41.8283,-72.9434,NA,49992944.4
reservoir,884,42942.0342,42.78,-112.88,NA,2063118648
reservoir,885,NA,43.29,-108.258,NA,8243346.84
reservoir,886,NA,43.21,-109.042,NA,188105700
reservoir,887,NA,41.7983,-72.9317,NA,49992944.4
reservoir,888,258.999,42.8783,-111.945,NA,29227308.6
reservoir,889,40662.843,42.67,-113.483,NA,272599080
reservoir,891,93.23964,43.085,-109.967,NA,31700436
reservoir,892,NA,41.5816,-71.93,NA,13521407.76
reservoir,893,5760.13776,43.4216,-85.8017,NA,44281932
reservoir,894,15.53994,41.4883,-120.488,NA,15564050.64
reservoir,895,NA,43.1955,-108.756,NA,45515412
reservoir,896,NA,43.6516,-89.5917,NA,9251100
reservoir,897,NA,43.7717,-93.2717,NA,15073125.6
reservoir,898,NA,41.7966,-73.2517,NA,12088104
reservoir,899,1183.62543,43.7933,-95.2917,NA,123348000
reservoir,900,960.88629,42.0775,-74.9667,NA,752102095.2
reservoir,901,NA,41.1316,-122.07,NA,50634354
reservoir,902,20062.06254,43.6267,-89.7817,NA,44405280
reservoir,903,663.03744,41.9383,-74.22,NA,632158500
reservoir,904,44496.0282,42.5233,-114.013,NA,17515416
reservoir,905,1512.55416,43.74,-98.025,NA,24157705.8
reservoir,906,134.67948,43.56,-88.9184,NA,27136560
reservoir,907,NA,42.37,-77.11,NA,91277520
reservoir,908,26.417898,41.7433,-73.3,NA,17197178.16
reservoir,909,NA,42.4683,-114.167,NA,9522465.6
reservoir,910,248.898039,41.695,-73.0617,NA,51806160
reservoir,911,NA,42.9916,-109.908,NA,39625545
reservoir,912,NA,43.5883,-90.0867,NA,20562111.6
reservoir,913,19.165926,41.533,-72.2684,NA,10484580
reservoir,914,1362.33474,43.12,-83.485,NA,36881052
reservoir,915,1841.48289,41.8483,-74.0467,NA,9867840
reservoir,916,1175.85546,42.0633,-75.3784,NA,555066000
reservoir,917,21.9890151,41.6747,-73.1442,NA,7490924.04
reservoir,918,28.48989,41.23,-121.137,NA,11101320
reservoir,919,NA,41.0416,-121.985,NA,36634356
reservoir,920,NA,43.08,-83.66,NA,8494976.76
reservoir,921,NA,43.57,-91.2317,NA,243488952
reservoir,922,360.00861,43.455,-88.845,NA,64585012.8
reservoir,923,NA,43.6116,-93.2717,NA,19667838.6
reservoir,924,NA,42.3383,-77.7017,NA,13321584
reservoir,925,NA,42.0567,-116.168,NA,6784140
reservoir,926,NA,43.6233,-95.6167,NA,13338852.72
reservoir,927,233.876097,42.9667,-109.017,NA,9793831.2
reservoir,928,1781.91312,40.8017,-122.762,NA,3405638280
reservoir,929,246.04905,41.8,-74.425,NA,203524200
reservoir,930,1494.42423,42.38,-78.1834,NA,33303960
reservoir,931,331.51872,42.2233,-114.88,NA,37004400
reservoir,932,NA,43.59,-97.1717,NA,21462552
reservoir,933,12294.68253,41.0217,-121.675,NA,75612324
reservoir,934,238.27908,41.825,-74.6401,NA,175154160
reservoir,935,9013.1652,42.645,-111.695,NA,20105724
reservoir,936,NA,42.9583,-108.833,NA,8807047.2
reservoir,937,4169.8839,42.2116,-114.733,NA,284502162
reservoir,938,NA,40.9233,-121.993,NA,34167396
reservoir,939,1323.48489,43.3466,-88.5984,NA,23066076
reservoir,940,336.6987,42.8366,-109.707,NA,46625544
reservoir,941,23568.909,43.3433,-103.438,NA,230784108
reservoir,942,104.894595,41.5766,-73.4384,NA,182555040
reservoir,943,NA,43.5433,-95.6367,NA,17662200.12
reservoir,944,367.77858,41.2233,-120.408,NA,43541844
reservoir,946,15.53994,40.9066,-121.765,NA,8807047.2
reservoir,947,NA,40.8466,-121.99,NA,67841400
reservoir,948,NA,41.3583,-72.6134,NA,10274888.4
reservoir,949,23164.87056,43.31,-89.725,NA,238308336
reservoir,950,NA,43.015,-106.7,NA,15234711.48
reservoir,951,17262.28335,40.7183,-122.42,NA,5750483760
reservoir,952,NA,41.8633,-116.27,NA,9867840
reservoir,953,3602.67609,41.4483,-73.2967,NA,192601734.6
reservoir,954,NA,42.7966,-109.022,NA,15911892
reservoir,955,NA,42.2364,-78.3075,NA,20349953.04
reservoir,956,46.61982,41.3383,-72.7667,NA,65991180
reservoir,957,1888.10271,42.1966,-113.915,NA,91717872.36
reservoir,958,NA,42.9566,-84.9034,NA,10977972
reservoir,959,3991.17459,41.3833,-73.1717,NA,55069948.08
reservoir,960,NA,41.425,-73.45,NA,182555040
reservoir,961,207.1992,41.0833,-120.367,NA,71911884
reservoir,962,NA,42.345,-112.445,NA,14801760
reservoir,963,NA,40.63,-122.477,NA,8992069.2
reservoir,964,59.56977,41.4516,-73.7384,NA,16405284
reservoir,965,NA,41.3216,-73.0734,NA,7889338.08
reservoir,966,NA,42.59,-110.208,NA,8745373.2
reservoir,967,NA,42.7916,-83.7917,NA,43171800
reservoir,968,NA,41.4933,-74.0667,NA,9091981.08
reservoir,969,520.58799,40.5983,-122.537,NA,340440480
reservoir,970,59.56977,41.62,-74.8317,NA,41013210
