"month","flows","dataset"
20404,4.395888724665627e9,"paleo"
20405,4.072375678756174e9,"paleo"
20406,3.3912219990871305e9,"paleo"
20407,2.4875864223424625e9,"paleo"
20408,1.8142873033005958e9,"paleo"
20409,1.7735561378760026e9,"paleo"
20410,1.605737605214563e9,"paleo"
20411,1.8804480524392054e9,"paleo"
20412,2.213760132003001e9,"paleo"
20413,2.4327443619220066e9,"paleo"
20414,2.860380629763659e9,"paleo"
20415,3.6268342066810007e9,"paleo"
20416,4.45325843602104e9,"paleo"
20417,4.104107193951499e9,"paleo"
20418,3.2615011144317245e9,"paleo"
20419,2.438371165977171e9,"paleo"
20420,1.7598002192590685e9,"paleo"
20421,1.7457887085850487e9,"paleo"
20422,1.4318999580930974e9,"paleo"
20423,1.7877978324728591e9,"paleo"
20424,1.8861345564968824e9,"paleo"
20425,2.0615177871002493e9,"paleo"
20426,2.650231673981975e9,"paleo"
20427,3.4565379814070563e9,"paleo"
20428,3.855060590747536e9,"paleo"
20429,3.703620111932698e9,"paleo"
20430,3.139772692007362e9,"paleo"
20431,2.1497976049048805e9,"paleo"
20432,1.5515871251309295e9,"paleo"
20433,1.4066173102993965e9,"paleo"
20434,1.516341933675324e9,"paleo"
20435,1.755325451512475e9,"paleo"
20436,2.1040200176167903e9,"paleo"
20437,2.334821790719572e9,"paleo"
20438,2.6275811708685474e9,"paleo"
20439,3.361888411905599e9,"paleo"
20440,3.9385318507739067e9,"paleo"
20441,3.770439132666122e9,"paleo"
20442,3.054502853066121e9,"paleo"
20443,2.3318998459544964e9,"paleo"
20444,1.6337776401074e9,"paleo"
20445,1.5812005741297631e9,"paleo"
20446,1.7613169392948804e9,"paleo"
20447,1.7982553311741734e9,"paleo"
20448,2.2333268229464507e9,"paleo"
20449,2.7531047570657587e9,"paleo"
20450,2.9284523028790646e9,"paleo"
20451,3.85852485675437e9,"paleo"
20452,4.326491726113974e9,"paleo"
20453,3.844617279537654e9,"paleo"
20454,3.1980770492334747e9,"paleo"
20455,2.2698531662591653e9,"paleo"
20456,1.6679921597303429e9,"paleo"
20457,1.7063460740487669e9,"paleo"
20458,1.7027522537031503e9,"paleo"
20459,1.8797751697219734e9,"paleo"
20460,2.0891023464899597e9,"paleo"
20461,2.355233649153188e9,"paleo"
20462,3.0210754130746784e9,"paleo"
20463,3.8032718621178246e9,"paleo"
20464,4.2034858486360483e9,"paleo"
20465,3.9205229938289604e9,"paleo"
20466,3.1925308268159747e9,"paleo"
20467,2.4230061494422684e9,"paleo"
20468,1.7589403970782666e9,"paleo"
20469,1.6910769323357694e9,"paleo"
20470,1.6444848386028776e9,"paleo"
20471,2.0344052510152855e9,"paleo"
20472,2.5068054454735384e9,"paleo"
20473,2.721628820693618e9,"paleo"
20474,3.109271462287416e9,"paleo"
20475,4.0662442231730285e9,"paleo"
20476,4.353958419381131e9,"paleo"
20477,4.146669524549593e9,"paleo"
20478,3.474291477413252e9,"paleo"
20479,2.533500120876955e9,"paleo"
20480,1.8020709149325142e9,"paleo"
20481,1.7365327039360342e9,"paleo"
20482,1.311964776147886e9,"paleo"
20483,1.6807827792792315e9,"paleo"
20484,1.7292873273939736e9,"paleo"
20485,1.90227607663408e9,"paleo"
20486,2.463447284805437e9,"paleo"
20487,3.2717695440183992e9,"paleo"
20488,3.685384856235134e9,"paleo"
20489,3.6529553413541765e9,"paleo"
20490,3.0139210878125987e9,"paleo"
20491,2.0443558770950413e9,"paleo"
20492,1.487426943456098e9,"paleo"
20493,1.4720437063415604e9,"paleo"
20494,1.4226086001066353e9,"paleo"
20495,1.894438801311476e9,"paleo"
20496,2.0083342104375894e9,"paleo"
20497,2.1430982580978127e9,"paleo"
20498,2.748194830228212e9,"paleo"
20499,3.444332957879388e9,"paleo"
20500,4.0479150744330235e9,"paleo"
20501,4.075113659994071e9,"paleo"
20502,3.304126296549705e9,"paleo"
20503,2.388638466782172e9,"paleo"
20504,1.720271346869396e9,"paleo"
20505,1.6715073301347444e9,"paleo"
20506,1.5696205609304266e9,"paleo"
20507,1.8727296579906714e9,"paleo"
20508,2.263013823017045e9,"paleo"
20509,2.526123856127631e9,"paleo"
20510,2.96352687197501e9,"paleo"
20511,3.8456523798215795e9,"paleo"
20512,4.331520647267502e9,"paleo"
20513,4.0163514704646816e9,"paleo"
20514,3.3133037528452077e9,"paleo"
20515,2.2998475595222874e9,"paleo"
20516,1.7382402191989934e9,"paleo"
20517,1.6614342927132173e9,"paleo"
20518,1.833331117174131e9,"paleo"
20519,2.024956214433693e9,"paleo"
20520,2.4657592846240807e9,"paleo"
20521,2.666524705850509e9,"paleo"
20522,3.3842680479947557e9,"paleo"
20523,4.2441064551316357e9,"paleo"
20524,4.625380119857874e9,"paleo"
20525,4.1646141833474264e9,"paleo"
20526,3.4545528569870396e9,"paleo"
20527,2.383369364885462e9,"paleo"
20528,1.7311862327108874e9,"paleo"
20529,1.6414055149999528e9,"paleo"
20530,1.6293329501122732e9,"paleo"
20531,1.80748123109861e9,"paleo"
20532,2.096083312379721e9,"paleo"
20533,2.2401334899948497e9,"paleo"
20534,3.1574386035465918e9,"paleo"
20535,3.754254852639283e9,"paleo"
20536,4.0943938501912684e9,"paleo"
20537,3.946387410237331e9,"paleo"
20538,3.4650756465891147e9,"paleo"
20539,2.5437844983643417e9,"paleo"
20540,1.8649640253695834e9,"paleo"
20541,1.7952928552368937e9,"paleo"
20542,1.8083729298162012e9,"paleo"
20543,2.0250663210144777e9,"paleo"
20544,2.3238718628487186e9,"paleo"
20545,2.3768433979407706e9,"paleo"
20546,3.0271418793811417e9,"paleo"
20547,3.824612210188042e9,"paleo"
20548,3.9589713750985866e9,"paleo"
20549,3.9390728346326065e9,"paleo"
20550,3.3913277448489966e9,"paleo"
20551,2.521859225311161e9,"paleo"
20552,1.8041094321759396e9,"paleo"
20553,1.8036517786806488e9,"paleo"
20554,1.52613575400368e9,"paleo"
20555,1.7234930595202122e9,"paleo"
20556,1.9304782477800121e9,"paleo"
20557,2.1981589205980453e9,"paleo"
20558,2.684467233839327e9,"paleo"
20559,3.5746364993380914e9,"paleo"
20560,3.9267477633965826e9,"paleo"
20561,3.7016598242118893e9,"paleo"
20562,3.239584704431272e9,"paleo"
20563,2.2611849418376646e9,"paleo"
20564,1.6491708796580746e9,"paleo"
20565,1.4682528576809008e9,"paleo"
20566,1.5231716328880796e9,"paleo"
20567,1.8760566418324258e9,"paleo"
20568,2.066198377054785e9,"paleo"
20569,2.263249049416589e9,"paleo"
20570,2.715974015195767e9,"paleo"
20571,3.721534393950181e9,"paleo"
20572,4.35874841417977e9,"paleo"
20573,4.271202994722425e9,"paleo"
20574,3.5629488663704376e9,"paleo"
20575,2.41970567990868e9,"paleo"
20576,1.7920993614661329e9,"paleo"
20577,1.6716483956669464e9,"paleo"
20578,1.7487385381714406e9,"paleo"
20579,1.9641429396017027e9,"paleo"
20580,2.1104453861470127e9,"paleo"
20581,2.6355270658751144e9,"paleo"
20582,3.1951802849536057e9,"paleo"
20583,3.98387640772932e9,"paleo"
20584,4.4194635708394375e9,"paleo"
20585,4.0907447348877144e9,"paleo"
20586,3.2931468479449925e9,"paleo"
20587,2.417077263106409e9,"paleo"
20588,1.751041792445437e9,"paleo"
20589,1.7275699241686635e9,"paleo"
20590,1.704114612949134e9,"paleo"
20591,1.780209512908556e9,"paleo"
20592,2.4517739566538515e9,"paleo"
20593,2.827367617809642e9,"paleo"
20594,3.1003767505883546e9,"paleo"
20595,3.896342175909628e9,"paleo"
20596,4.035335211188556e9,"paleo"
20597,3.6811433703127875e9,"paleo"
20598,3.0905821753618364e9,"paleo"
20599,2.22259951291159e9,"paleo"
20600,1.689998632373735e9,"paleo"
20601,1.754655079187485e9,"paleo"
20602,1.5331127688316655e9,"paleo"
20603,1.8888369798813064e9,"paleo"
20604,2.0671293396314025e9,"paleo"
20605,2.254555096017568e9,"paleo"
20606,2.77750781427082e9,"paleo"
20607,3.484554779972137e9,"paleo"
20608,4.0540354259307895e9,"paleo"
20609,4.281318388543758e9,"paleo"
20610,3.327182035481068e9,"paleo"
20611,2.3489478885912547e9,"paleo"
20612,1.6509364900253158e9,"paleo"
20613,1.6321107671502266e9,"paleo"
20614,1.7335499393832998e9,"paleo"
20615,1.9904181257469778e9,"paleo"
20616,2.231525309260446e9,"paleo"
20617,2.666928747914059e9,"paleo"
20618,3.203204675187044e9,"paleo"
20619,3.9770089360412903e9,"paleo"
20620,4.355311164033414e9,"paleo"
20621,4.086430417983698e9,"paleo"
20622,3.3427864736576777e9,"paleo"
20623,2.466177044518118e9,"paleo"
20624,1.7013098480352414e9,"paleo"
20625,1.6350864376251934e9,"paleo"
20626,1.6758122386675959e9,"paleo"
20627,1.8599598532349136e9,"paleo"
20628,1.973902697966877e9,"paleo"
20629,2.1915288627421947e9,"paleo"
20630,2.698709899955611e9,"paleo"
20631,3.7653944764178867e9,"paleo"
20632,4.309339303512253e9,"paleo"
20633,3.975232812972945e9,"paleo"
20634,3.0963246679024305e9,"paleo"
20635,2.3163521797105327e9,"paleo"
20636,1.6133078545651822e9,"paleo"
20637,1.8237000393902078e9,"paleo"
20638,1.8379276702627819e9,"paleo"
20639,1.8416067216672673e9,"paleo"
20640,2.2941987286671906e9,"paleo"
20641,2.6616115446633472e9,"paleo"
20642,3.148169966193349e9,"paleo"
20643,3.879659022644808e9,"paleo"
20644,4.1795623328784113e9,"paleo"
20645,3.9275725638895273e9,"paleo"
20646,3.1188644049511147e9,"paleo"
20647,2.2927272626750216e9,"paleo"
20648,1.7784984205222287e9,"paleo"
20649,1.6685249917044625e9,"paleo"
20650,1.4292608636158853e9,"paleo"
20651,1.8453628198058581e9,"paleo"
20652,2.056178548458632e9,"paleo"
20653,2.2684530036717005e9,"paleo"
20654,2.6954534396187525e9,"paleo"
20655,3.512901799779845e9,"paleo"
20656,4.076155896545415e9,"paleo"
20657,4.0729675743410234e9,"paleo"
20658,3.3209933747334213e9,"paleo"
20659,2.3943216207231045e9,"paleo"
20660,1.7205842310450788e9,"paleo"
20661,1.772758862451687e9,"paleo"
20662,1.8716522201036546e9,"paleo"
20663,2.0188274562565947e9,"paleo"
20664,2.4020122945849757e9,"paleo"
20665,2.6853636472605963e9,"paleo"
20666,3.115905885209457e9,"paleo"
20667,3.8358510036887875e9,"paleo"
20668,4.542729280019248e9,"paleo"
20669,4.211267348601549e9,"paleo"
20670,3.5176276002788486e9,"paleo"
20671,2.4654176993507757e9,"paleo"
20672,1.8722634141207752e9,"paleo"
20673,1.7804167102134004e9,"paleo"
20674,1.5192499117352896e9,"paleo"
20675,1.8170972349169106e9,"paleo"
20676,2.057378631780511e9,"paleo"
20677,2.386403765490601e9,"paleo"
20678,2.8982858113140707e9,"paleo"
20679,3.5294745905006676e9,"paleo"
20680,4.2148481535313206e9,"paleo"
20681,4.018690947720381e9,"paleo"
20682,3.191950804116543e9,"paleo"
20683,2.3634844593835187e9,"paleo"
20684,1.6372797040295253e9,"paleo"
20685,1.6018754522679744e9,"paleo"
20686,1.76671456774542e9,"paleo"
20687,1.8668290627428207e9,"paleo"
20688,2.232916358829231e9,"paleo"
20689,2.4773323092506104e9,"paleo"
20690,2.9838995277829237e9,"paleo"
20691,3.6646340322273197e9,"paleo"
20692,4.1054157069796777e9,"paleo"
20693,3.9621715174023895e9,"paleo"
20694,3.3812018267757506e9,"paleo"
20695,2.3871814932781916e9,"paleo"
20696,1.7456682201798797e9,"paleo"
20697,1.5253798000874557e9,"paleo"
20698,1.7159129632878442e9,"paleo"
20699,1.8365890633439069e9,"paleo"
20700,2.1276188229406626e9,"paleo"
20701,2.3515859107997456e9,"paleo"
20702,2.9068729349523554e9,"paleo"
20703,3.5744452361621733e9,"paleo"
20704,4.504008704221504e9,"paleo"
20705,4.32407799071699e9,"paleo"
20706,3.4048048743646073e9,"paleo"
20707,2.5814944782052684e9,"paleo"
20708,1.8794424236172063e9,"paleo"
20709,1.8406091885441613e9,"paleo"
20710,1.6447724659849997e9,"paleo"
20711,1.8807112045788095e9,"paleo"
20712,1.9983712526532047e9,"paleo"
20713,2.1900215170112658e9,"paleo"
20714,2.857024018027606e9,"paleo"
20715,3.62832751860056e9,"paleo"
20716,4.390898909012452e9,"paleo"
20717,4.324908406698255e9,"paleo"
20718,3.511088396605896e9,"paleo"
20719,2.4649692895426865e9,"paleo"
20720,1.7640302624992824e9,"paleo"
20721,1.5881629122130103e9,"paleo"
20722,1.5667627754382453e9,"paleo"
20723,1.875940546600483e9,"paleo"
20724,2.0471807518039112e9,"paleo"
20725,2.2444372692625055e9,"paleo"
20726,2.6443244231666746e9,"paleo"
20727,3.764280908384948e9,"paleo"
20728,4.1375883710867963e9,"paleo"
20729,3.89645426255065e9,"paleo"
20730,3.1819469942970257e9,"paleo"
20731,2.3499448700423107e9,"paleo"
20732,1.7890438463554192e9,"paleo"
20733,1.6751216261321971e9,"paleo"
20734,1.7039984850023346e9,"paleo"
20735,2.174019854909018e9,"paleo"
20736,2.459930248275919e9,"paleo"
20737,2.616304534391574e9,"paleo"
20738,3.137241768117506e9,"paleo"
20739,3.9690350419662566e9,"paleo"
20740,4.500318040932234e9,"paleo"
20741,3.844765011024266e9,"paleo"
20742,3.120900301079272e9,"paleo"
20743,2.279796794548866e9,"paleo"
20744,1.7796579157292602e9,"paleo"
20745,1.5990783943201113e9,"paleo"
20746,1.3886060530123858e9,"paleo"
20747,1.7687911126414113e9,"paleo"
20748,1.806793753954141e9,"paleo"
20749,2.2532961150756826e9,"paleo"
20750,2.8078902666764503e9,"paleo"
20751,3.369598878500919e9,"paleo"
20752,4.0329145352357416e9,"paleo"
20753,3.955712375294188e9,"paleo"
20754,3.1753784948823786e9,"paleo"
20755,2.279537428691984e9,"paleo"
20756,1.603965014797287e9,"paleo"
20757,1.4994380473633256e9,"paleo"
20758,1.4276233756286132e9,"paleo"
20759,1.6398357780010755e9,"paleo"
20760,2.0235675473865902e9,"paleo"
20761,2.180948065127797e9,"paleo"
20762,2.700310564873499e9,"paleo"
20763,3.3812316530332756e9,"paleo"
20764,4.41302052850525e9,"paleo"
20765,3.87089861847867e9,"paleo"
20766,3.222946114352707e9,"paleo"
20767,2.2962943744216604e9,"paleo"
20768,1.6767883871878593e9,"paleo"
20769,1.6586413439814186e9,"paleo"
20770,1.9579295469963164e9,"paleo"
20771,2.192475798989791e9,"paleo"
20772,2.2438374312486e9,"paleo"
20773,2.354584943605385e9,"paleo"
20774,2.979131311093629e9,"paleo"
20775,3.9259520592024e9,"paleo"
20776,4.2800940390239563e9,"paleo"
20777,4.292147710703454e9,"paleo"
20778,3.457121162017715e9,"paleo"
20779,2.530376020433015e9,"paleo"
20780,1.856181276958218e9,"paleo"
20781,1.6592653595110703e9,"paleo"
20782,1.6518643299089684e9,"paleo"
20783,1.918767016967208e9,"paleo"
20784,2.278731059514958e9,"paleo"
20785,2.637561958960688e9,"paleo"
20786,3.1570045575448275e9,"paleo"
20787,4.1068382550534744e9,"paleo"
20788,4.505074838118144e9,"paleo"
20789,4.149582965116596e9,"paleo"
20790,3.4252942927939806e9,"paleo"
20791,2.4587741064729614e9,"paleo"
20792,1.8481202903079097e9,"paleo"
20793,1.734919809775691e9,"paleo"
20794,1.590488372902354e9,"paleo"
20795,1.8583625540097136e9,"paleo"
20796,2.0504121312005742e9,"paleo"
20797,2.23474432142548e9,"paleo"
20798,2.6863507885856743e9,"paleo"
20799,3.5852427839166684e9,"paleo"
20800,4.2752784976433196e9,"paleo"
20801,3.935916199997335e9,"paleo"
20802,3.28786234746334e9,"paleo"
20803,2.3538486718365355e9,"paleo"
20804,1.6801211581913059e9,"paleo"
20805,1.6377077265800772e9,"paleo"
20806,1.5835710334090815e9,"paleo"
20807,1.8917045367300577e9,"paleo"
20808,2.0872045536106691e9,"paleo"
20809,2.175092917456265e9,"paleo"
20810,2.7764881890655985e9,"paleo"
20811,3.7091384311952972e9,"paleo"
20812,4.049409670726985e9,"paleo"
20813,3.8737054563979197e9,"paleo"
20814,3.0736628654312057e9,"paleo"
20815,2.332599510124324e9,"paleo"
20816,1.6496090333169737e9,"paleo"
20817,1.590249122035344e9,"paleo"
20818,1.3488610003925614e9,"paleo"
20819,1.717549826859514e9,"paleo"
20820,1.797875781718655e9,"paleo"
20821,2.2266447812397704e9,"paleo"
20822,2.850838196361774e9,"paleo"
20823,3.643623844123021e9,"paleo"
20824,3.945839916613415e9,"paleo"
20825,3.724811596735926e9,"paleo"
20826,3.0374713240234275e9,"paleo"
20827,2.180957046396988e9,"paleo"
20828,1.6987776890154066e9,"paleo"
20829,1.6140682232361062e9,"paleo"
20830,1.5810421903469772e9,"paleo"
20831,1.7591373773965793e9,"paleo"
20832,1.9233099299911742e9,"paleo"
20833,2.0886964414146407e9,"paleo"
20834,2.843571624637857e9,"paleo"
20835,3.4457436439240313e9,"paleo"
20836,4.1179977575678873e9,"paleo"
20837,4.1445372398956532e9,"paleo"
20838,3.1199529888919563e9,"paleo"
20839,2.3243386568946633e9,"paleo"
20840,1.752621810924705e9,"paleo"
20841,1.7182282721087494e9,"paleo"
20842,1.5791688125139227e9,"paleo"
20843,1.9082973423604565e9,"paleo"
20844,2.1002465527694633e9,"paleo"
20845,2.4010923177316046e9,"paleo"
20846,2.667140598505115e9,"paleo"
20847,3.6977084256711874e9,"paleo"
20848,4.163780534740547e9,"paleo"
20849,3.9888502887947116e9,"paleo"
20850,3.4126711545411844e9,"paleo"
20851,2.3805631268164134e9,"paleo"
20852,1.6661465539742703e9,"paleo"
20853,1.4278260069070725e9,"paleo"
20854,1.6145884023526688e9,"paleo"
20855,1.7766506963912597e9,"paleo"
20856,2.1674593445293865e9,"paleo"
20857,2.5908258137341175e9,"paleo"
20858,3.192612099209293e9,"paleo"
20859,3.9327879464668007e9,"paleo"
20860,4.082192470704155e9,"paleo"
20861,3.867168792666771e9,"paleo"
20862,3.2861044714161243e9,"paleo"
20863,2.309292899628828e9,"paleo"
20864,1.7965003433530717e9,"paleo"
20865,1.7980219637728183e9,"paleo"
20866,1.7202575106902418e9,"paleo"
20867,2.1057031899954486e9,"paleo"
20868,2.4939470038698063e9,"paleo"
20869,2.5946986719794827e9,"paleo"
20870,2.9786686899120812e9,"paleo"
20871,3.961362081859459e9,"paleo"
20872,4.454699010625465e9,"paleo"
20873,4.1158594015890384e9,"paleo"
20874,3.5737434505587206e9,"paleo"
20875,2.5889988680255213e9,"paleo"
20876,1.8535859077664247e9,"paleo"
20877,1.7232452899572396e9,"paleo"
20878,1.509276248738069e9,"paleo"
20879,1.728607973269368e9,"paleo"
20880,2.0210140533530338e9,"paleo"
20881,2.1159696360549078e9,"paleo"
20882,2.8025662476764326e9,"paleo"
20883,3.56700958491545e9,"paleo"
20884,3.8944034299832516e9,"paleo"
20885,3.759744623338917e9,"paleo"
20886,3.0993775947873793e9,"paleo"
20887,2.2629021375270157e9,"paleo"
20888,1.7834291184446921e9,"paleo"
20889,1.5501642352592096e9,"paleo"
20890,1.4422433352760928e9,"paleo"
20891,1.8224974110021157e9,"paleo"
20892,2.2812921269455385e9,"paleo"
20893,2.570374699534973e9,"paleo"
20894,3.0565766080361176e9,"paleo"
20895,3.9381638891982975e9,"paleo"
20896,4.247820434001978e9,"paleo"
20897,3.9884555522506585e9,"paleo"
20898,3.2748382304496284e9,"paleo"
20899,2.490800482899009e9,"paleo"
20900,1.8597025785065753e9,"paleo"
20901,1.6861492991065578e9,"paleo"
20902,1.4997373563886557e9,"paleo"
20903,1.7910418400423267e9,"paleo"
20904,2.05668930121672e9,"paleo"
20905,2.18159667924452e9,"paleo"
20906,2.663392550980708e9,"paleo"
20907,3.612881356971655e9,"paleo"
20908,3.8130077179729824e9,"paleo"
20909,3.8060061878817573e9,"paleo"
20910,3.171985657835609e9,"paleo"
20911,2.3096752547862444e9,"paleo"
20912,1.6795958366030726e9,"paleo"
20913,1.6319997591922207e9,"paleo"
20914,1.7901456275536833e9,"paleo"
20915,1.975272793804247e9,"paleo"
20916,2.4393507112620316e9,"paleo"
20917,2.572559014072688e9,"paleo"
20918,3.1280330846669683e9,"paleo"
20919,3.92713406459378e9,"paleo"
20920,3.9977224891693316e9,"paleo"
20921,3.976633422063055e9,"paleo"
20922,3.3304706926219425e9,"paleo"
20923,2.34681162148118e9,"paleo"
20924,1.7937504607797537e9,"paleo"
20925,1.810456770264439e9,"paleo"
20926,1.8605922010090232e9,"paleo"
20927,2.1058931178963284e9,"paleo"
20928,2.4838894036287484e9,"paleo"
20929,2.7640172624420424e9,"paleo"
20930,3.2711310399771004e9,"paleo"
20931,3.996669385610295e9,"paleo"
20932,4.6238452414225235e9,"paleo"
20933,4.2381951906370554e9,"paleo"
20934,3.614433579447756e9,"paleo"
20935,2.5218718871229715e9,"paleo"
20936,1.9099632204744346e9,"paleo"
20937,1.7215807629182892e9,"paleo"
20938,1.9703465672533348e9,"paleo"
20939,2.176647081757636e9,"paleo"
20940,2.4288365122938304e9,"paleo"
20941,2.6428366857247925e9,"paleo"
20942,2.973343169993906e9,"paleo"
20943,4.0085765785567675e9,"paleo"
20944,4.643629287330629e9,"paleo"
20945,4.607395452784142e9,"paleo"
20946,3.48328927515091e9,"paleo"
20947,2.3715596659017687e9,"paleo"
20948,1.846347910683754e9,"paleo"
20949,1.957828657380173e9,"paleo"
20950,1.904452569115872e9,"paleo"
20951,2.1847229615209885e9,"paleo"
20952,2.47130373050961e9,"paleo"
20953,2.7702236729300556e9,"paleo"
20954,3.044630238883821e9,"paleo"
20955,3.9021864167782316e9,"paleo"
20956,4.457741215996692e9,"paleo"
20957,4.397696092391513e9,"paleo"
20958,3.5552049289961867e9,"paleo"
20959,2.6663559234322467e9,"paleo"
20960,2.062772801434381e9,"paleo"
20961,1.9952792855510035e9,"paleo"
20962,1.7452322553625803e9,"paleo"
20963,1.8077779270218806e9,"paleo"
20964,2.0202327941823437e9,"paleo"
20965,2.1962824689606285e9,"paleo"
20966,2.7452651359220695e9,"paleo"
20967,3.4776440783564663e9,"paleo"
20968,4.154568818874035e9,"paleo"
20969,3.926130620809559e9,"paleo"
20970,3.2001550171853294e9,"paleo"
20971,2.3135762346829934e9,"paleo"
20972,1.7122858013782e9,"paleo"
20973,1.7626865918662887e9,"paleo"
20974,1.7531196408719678e9,"paleo"
20975,1.9148427997811728e9,"paleo"
20976,2.1807294869909616e9,"paleo"
20977,2.3020803715548344e9,"paleo"
20978,2.9845339949021854e9,"paleo"
20979,3.7212724487525997e9,"paleo"
20980,4.331843583451988e9,"paleo"
20981,4.249528971514103e9,"paleo"
20982,3.405607573363882e9,"paleo"
20983,2.5842208034908442e9,"paleo"
20984,1.826048831600748e9,"paleo"
20985,1.7056514427061272e9,"paleo"
20986,1.7286211756230333e9,"paleo"
20987,2.0434719988510373e9,"paleo"
20988,2.2316677237024317e9,"paleo"
20989,2.2490881870655723e9,"paleo"
20990,2.9802533459586725e9,"paleo"
20991,3.7425226639318237e9,"paleo"
20992,4.1575882074323707e9,"paleo"
20993,4.1224733226776853e9,"paleo"
20994,3.3358414759136353e9,"paleo"
20995,2.524960700809062e9,"paleo"
20996,1.782654491229185e9,"paleo"
20997,1.638884083204298e9,"paleo"
20998,1.7508029279477217e9,"paleo"
20999,1.9297932943822005e9,"paleo"
21000,2.3187806390381737e9,"paleo"
21001,2.5500422108727264e9,"paleo"
21002,2.7249801366954684e9,"paleo"
21003,3.6197529398528566e9,"paleo"
21004,4.286649200590119e9,"paleo"
21005,3.9257905198851504e9,"paleo"
21006,3.2497353864283767e9,"paleo"
21007,2.2620637164934473e9,"paleo"
21008,1.652682975305851e9,"paleo"
21009,1.4989558169365754e9,"paleo"
21010,1.454044108081373e9,"paleo"
21011,1.7566713777975752e9,"paleo"
21012,1.9624474859332836e9,"paleo"
21013,2.1476547321700916e9,"paleo"
21014,2.599268487437842e9,"paleo"
21015,3.2463629731633167e9,"paleo"
21016,4.2640289694284263e9,"paleo"
21017,3.976272194496419e9,"paleo"
21018,3.269695549303979e9,"paleo"
21019,2.4530030392384615e9,"paleo"
21020,1.7135544789401357e9,"paleo"
21021,1.6842935097757921e9,"paleo"
21022,1.752174849572961e9,"paleo"
21023,1.814931176635766e9,"paleo"
21024,2.1407362844432883e9,"paleo"
21025,2.3529043758362823e9,"paleo"
21026,2.8658458970273094e9,"paleo"
21027,3.8388485690113125e9,"paleo"
21028,4.251830253404313e9,"paleo"
21029,4.1230592079342594e9,"paleo"
21030,3.2943652980778666e9,"paleo"
21031,2.3873643622541127e9,"paleo"
21032,1.7570014199074574e9,"paleo"
21033,1.5689813810078678e9,"paleo"
21034,1.5827364170157428e9,"paleo"
21035,1.7862839373615193e9,"paleo"
21036,2.1987330564943523e9,"paleo"
21037,2.406339342402384e9,"paleo"
21038,2.623412694354954e9,"paleo"
21039,3.5908686269461107e9,"paleo"
21040,4.29231416489644e9,"paleo"
21041,3.906156856585946e9,"paleo"
21042,3.3109549440202675e9,"paleo"
21043,2.3439874954043703e9,"paleo"
21044,1.7525508375245006e9,"paleo"
21045,1.6434840433421264e9,"paleo"
21046,1.4073230458561268e9,"paleo"
21047,1.7161000566078079e9,"paleo"
21048,1.864782201843399e9,"paleo"
21049,2.1813022231122093e9,"paleo"
21050,2.559154433757288e9,"paleo"
21051,3.1515883459636207e9,"paleo"
21052,3.9841533696689234e9,"paleo"
21053,4.0505549574540653e9,"paleo"
21054,3.2744043109538093e9,"paleo"
21055,2.2698751658477297e9,"paleo"
21056,1.7125608169482894e9,"paleo"
21057,1.592149499679164e9,"paleo"
21058,1.4603695343652825e9,"paleo"
21059,1.6637087830899653e9,"paleo"
21060,1.884454559514539e9,"paleo"
21061,2.2042546860949297e9,"paleo"
21062,2.677030006117197e9,"paleo"
21063,3.553183439695369e9,"paleo"
21064,4.1207757416915236e9,"paleo"
21065,3.978054984508441e9,"paleo"
21066,3.283822688330087e9,"paleo"
21067,2.289705973787191e9,"paleo"
21068,1.7171823716712127e9,"paleo"
21069,1.648647063427205e9,"paleo"
21070,1.5383977820897164e9,"paleo"
21071,1.7002659982989845e9,"paleo"
21072,1.9143614177988336e9,"paleo"
21073,2.276367263654479e9,"paleo"
21074,2.7830710836994524e9,"paleo"
21075,3.532013553714332e9,"paleo"
21076,4.0639417419088273e9,"paleo"
21077,4.1626760359484816e9,"paleo"
21078,3.2390121551922836e9,"paleo"
21079,2.2584511404811726e9,"paleo"
21080,1.628477877609487e9,"paleo"
21081,1.5758191511133614e9,"paleo"
21082,1.760607245480616e9,"paleo"
21083,1.8231072224178777e9,"paleo"
21084,2.179425998523485e9,"paleo"
21085,2.489153409435046e9,"paleo"
21086,2.9015814382880607e9,"paleo"
21087,3.7476104141527395e9,"paleo"
21088,4.258364193101697e9,"paleo"
21089,3.946958267055114e9,"paleo"
21090,3.1662320470815573e9,"paleo"
21091,2.2813511245993643e9,"paleo"
21092,1.6981290174946456e9,"paleo"
21093,1.7581499254016886e9,"paleo"
21094,1.7668723916152833e9,"paleo"
21095,1.980777129421821e9,"paleo"
21096,2.1358204357429607e9,"paleo"
21097,2.29842026680832e9,"paleo"
21098,3.039349623236068e9,"paleo"
21099,3.774491367084978e9,"paleo"
21100,4.231120417366126e9,"paleo"
21101,3.8332134288290815e9,"paleo"
21102,3.177280673716791e9,"paleo"
21103,2.4699454108472424e9,"paleo"
21104,1.808268530659182e9,"paleo"
21105,1.6170727058305557e9,"paleo"
21106,1.4714387197213945e9,"paleo"
21107,1.7844103538434734e9,"paleo"
21108,2.1915701971939945e9,"paleo"
21109,2.54273072635795e9,"paleo"
21110,3.001258726935146e9,"paleo"
21111,3.6972385579638777e9,"paleo"
21112,4.486800027690387e9,"paleo"
21113,4.1351107153500724e9,"paleo"
21114,3.2736572723800025e9,"paleo"
21115,2.2966739001108627e9,"paleo"
