"fips","known","total"
21027,82300,84170
21029,18800,18800
21031,51500,51600
21033,64200,64600
21035,94800,96820
21037,9100,9100
21039,62600,62800
21041,13600,14030
21043,12600,12820
21045,48100,48980
21047,219050,223190
21049,38100,39020
21051,800,1090
21053,21000,21240
21055,57300,57300
21057,14600,14780
21059,164600,166770
21061,26650,26960
21063,7400,7400
21065,12020,12020
21067,28200,29520
21069,55000,56850
21071,0,0
21073,18300,18900
21075,87000,87000
21077,900,1340
21079,30800,32030
21081,27050,27430
21083,167200,168850
21085,59700,59700
21087,43400,45450
21089,11300,11450
21091,28200,28560
21093,104600,105220
21095,0,0
21097,44600,46230
21099,52700,54430
21101,167250,167710
21103,49150,51310
21105,100400,100400
21107,69700,69850
21109,15500,15790
21111,6500,6500
21113,21900,22260
21115,2300,2300
21117,10000,10130
21119,0,0
21121,7000,7000
21123,65800,66840
21125,27440,27710
21127,3700,3700
21129,3200,3200
21131,0,0
21133,0,0
21135,26200,26780
21137,58800,59650
21139,48900,48900
21141,193700,196160
21143,20400,20560
21145,43100,43100
21147,2550,2550
21149,101900,102540
21151,50500,51220
21153,3200,3200
21155,74500,75700
21157,27100,27100
21159,0,0
21161,48900,50850
21163,58600,58880
21165,5200,5200
21167,47800,48370
21169,38800,39970
21171,42000,42000
21173,27400,28470
21175,11620,11840
21177,52700,53270
21179,77800,78670
21181,28300,30250
21183,82000,82170
21185,8900,8900
21187,36200,37390
21189,3700,3880
21191,29050,30250
21193,600,600
21195,500,500
21197,6500,6500
21199,74700,75370
21201,8100,8340
21203,19820,20260
21205,11840,11980
21207,31700,32080
21209,32700,33810
21211,83300,85650
21213,115200,116200
21215,18600,19130
21217,50000,51120
21219,127750,129900
21221,74300,75590
21223,16200,17210
21225,155800,155800
21227,116200,117880
21229,53900,55080
21231,32900,33110
21233,79900,80100
21235,12400,12400
21237,6000,6000
21239,27000,28240
22001,37300,119500
22003,0,0
22005,0,13400
22007,0,36100
22009,115400,147800
22011,0,1900
22013,0,0
22015,9700,9700
22017,9400,19700
22019,2200,2200
22021,0,5500
22023,0,13200
22025,86800,123100
22027,0,0
22029,103600,144200
22031,0,0
22033,0,0
22035,144500,172000
22037,0,0
22039,900,49500
22041,120200,135300
22043,0,0
22045,3200,55400
22047,9000,41500
22049,0,0
22051,0,0
22053,15400,96800
22055,4400,15700
22057,0,26900
22059,0,0
22061,0,0
22063,0,0
22065,134700,179300
22067,137600,205000
22069,35900,38500
22071,0,0
22073,21800,29300
22075,0,0
22077,74200,110000
22079,47000,76900
22081,0,0
22083,86700,112800
22085,0,0
22087,0,0
22089,0,0
22091,0,0
22093,0,23800
22095,0,0
22097,109600,139700
22099,10000,40700
22101,0,42000
22103,0,0
22105,0,0
22107,89700,151700
22109,0,8300
22111,0,0
22113,5600,67900
22115,0,0
22117,0,0
22119,0,0
22121,6200,19100
22123,68000,69200
22125,0,0
22127,0,0
23001,0,0
23003,0,51100
23005,0,0
23007,0,0
23009,0,0
23011,0,0
23013,0,0
23015,0,0
23017,0,0
23019,0,1900
23021,0,0
23023,0,0
23025,0,0
23027,0,0
23029,0,0
23031,0,0
24001,1200,1200
24003,9400,9400
24005,38200,38200
24009,7800,7800
24011,113000,113000
24013,72700,72700
24015,52000,52000
24017,16400,16400
24019,92200,92200
24021,98300,98300
24023,6500,6500
24025,36300,36300
24027,14300,14300
24029,113000,113000
24031,35800,35800
24033,8200,8200
24035,134500,134500
24037,25000,25000
24039,40100,40100
24041,87500,87500
24043,39400,39400
24045,55000,55000
24047,79500,79500
24510,0,0
25001,0,0
25003,0,0
25005,0,0
25007,0,0
25009,0,0
25011,0,0
25013,0,0
25015,0,0
25017,0,0
25019,0,0
25021,0,0
25023,0,0
25025,0,0
25027,0,0
26001,900,900
26003,0,0
26005,130300,130300
26007,14200,14200
26009,3600,4400
26011,36700,39800
26013,0,0
26015,81000,81000
26017,105200,142500
26019,1200,1200
26021,90900,90900
26023,166400,166400
26025,163400,163400
26027,125000,125000
26029,2700,3200
26031,500,500
26033,0,1400
26035,8000,9100
26037,174000,174000
26039,0,0
26041,2900,2900
26043,0,800
26045,153100,154000
26047,0,600
26049,79600,79900
26051,16200,18300
26053,0,0
26055,8200,9900
26057,193000,205000
26059,156700,156700
26061,0,0
26063,218900,355400
26065,124400,124400
26067,158000,158000
26069,8700,8700
26071,0,0
26073,106100,108500
26075,106800,107500
26077,88000,88000
26079,0,0
26081,74600,75900
26083,0,0
26085,1200,1200
26087,97200,99700
26089,2600,2600
26091,252200,252200
26093,48700,48700
26095,0,0
26097,0,900
26099,43400,43400
26101,2400,2400
26103,0,0
26105,21800,23000
26107,25600,25600
26109,15400,15400
26111,48600,51700
26113,19500,21000
26115,161400,161400
26117,97800,101500
26119,4900,4900
26121,27000,27000
26123,34600,36200
26125,5300,5300
26127,20700,20700
26129,15500,18100
26131,0,0
26133,10500,11800
26135,600,600
26137,0,600
26139,78000,78000
26141,12700,15300
26143,0,0
26145,220200,235800
26147,112700,114000
26149,145200,145200
26151,288900,315500
26153,0,0
26155,169000,170700
26157,184100,245100
26159,64000,64000
26161,95200,95900
26163,4200,4200
26165,5000,5700
27001,62400,68200
27003,17100,17100
27005,215800,229600
27007,57300,62300
27009,115800,119400
27011,229600,229600
27013,354500,354500
27015,297000,302800
27017,42600,43300
27019,114500,116100
27021,54300,55900
27023,258300,294000
27025,68000,69700
27027,415700,463000
27029,69000,72200
27031,0,0
27033,334000,334000
27035,50300,53900
27037,144200,152200
27039,209100,210800
27041,175800,181100
27043,385900,386800
27045,300500,310500
27047,342300,342300
27049,281500,289800
27051,239300,256000
27053,38700,38700
27055,111200,118300
27057,26500,37500
27059,72400,73300
27061,30200,31700
27063,369500,369500
27065,67700,69500
27067,278900,300500
27069,273700,315000
27071,23100,24200
27073,357300,357300
27075,0,0
27077,26700,28100
27079,176700,178000
27081,239800,241100
27083,353000,353000
27085,217700,222600
27087,135000,138400
27089,476600,537100
27091,379600,381900
27093,241300,246400
27095,74100,75700
27097,205600,214200
27099,352500,358300
27101,356600,359300
27103,212400,212400
27105,387300,388600
27107,365100,414500
27109,208900,218300
27111,451800,476900
27113,203700,208800
27115,103300,106200
27117,228400,230800
27119,621700,773100
27121,225800,231500
27123,0,0
27125,146000,149900
27127,463500,469100
27129,464900,522700
27131,171500,174400
27133,247500,248900
27135,263300,270500
27137,53900,55500
27139,82300,84000
27141,51900,58000
27143,289700,296200
27145,425200,448800
27147,198200,202200
27149,270400,281000
27151,332700,348800
27153,187600,203800
27155,294800,304200
27157,152900,163300
27159,61800,67400
27161,208200,209000
27163,45000,46200
27165,234800,234800
27167,351800,400500
27169,138500,148600
27171,183900,186500
27173,376300,380000
28001,8300,8300
28003,18600,18600
28005,0,0
28007,5400,5400
28009,13900,13900
28011,289600,383100
28013,17700,32600
28015,21800,27900
28017,32800,37800
28019,0,0
28021,4000,4000
28023,0,0
28025,0,0
28027,164100,238200
28029,0,0
28031,2000,2000
28033,55700,59700
28035,0,0
28037,0,0
28039,700,5200
28041,500,500
28043,3600,3600
28045,0,0
28047,0,0
28049,21500,24800
28051,61000,82200
28053,117900,145900
28055,75900,75900
28057,12900,12900
28059,0,0
28061,0,0
28063,5900,5900
28065,800,800
28067,0,0
28069,0,0
28071,8600,12800
28073,0,0
28075,0,0
28077,0,0
28079,0,0
28081,49400,49400
28083,165700,219800
28085,0,0
28087,25000,30400
28089,31400,31400
28091,0,0
28093,30600,30600
28095,51100,52900
28097,6700,14000
28099,0,0
28101,0,0
28103,56600,61700
28105,0,0
28107,66800,79200
28109,0,0
28111,0,0
28113,0,0
28115,26600,28000
28117,23000,23000
28119,103500,147400
28121,7200,7200
28123,3600,3600
28125,111900,120700
28127,0,0
28129,0,0
28131,0,0
28133,254000,305500
28135,166100,194300
28137,28200,35200
28139,11300,11300
28141,4200,4200
28143,124400,181300
28145,20900,20900
28147,1200,1200
28149,34500,34500
28151,275900,319900
28153,0,0
28155,2600,12600
28157,0,0
28159,0,0
28161,0,5600
28163,115300,153800
29001,93300,93300
29003,139300,139300
29005,260000,260000
29007,295300,295300
29009,64100,64100
29011,186600,186600
29013,243100,243100
29015,74700,74700
29017,80900,82400
29019,108000,108000
29021,125300,125300
29023,138000,221400
29025,96200,96200
29027,132200,132200
29029,20000,20000
29031,155500,155500
29033,231300,231300
29035,10000,10000
29037,153200,153200
29039,48200,48200
29041,224800,224800
29043,53700,53700
29045,129500,129500
29047,55400,55400
29049,114900,114900
29051,55800,55800
29053,162800,162800
29055,26600,26600
29057,109800,109800
29059,52200,52200
29061,140200,140200
29063,102700,102700
29065,23000,23000
29067,38000,38000
29069,146100,289000
29071,108500,108500
29073,52100,52100
29075,121000,121000
29077,61800,61800
29079,111100,111100
29081,160100,160100
29083,138400,138400
29085,34000,34000
29087,188100,188100
29089,103800,103800
29091,48300,48300
29093,11000,11000
29095,70000,70000
29097,139900,139900
29099,29200,29200
29101,203300,203300
29103,138900,138900
29105,65300,65300
29107,232700,232700
29109,106200,106200
29111,133300,133300
29113,138200,138200
29115,139900,139900
29117,155700,155700
29119,39000,39000
29121,160300,160300
29123,21200,21200
29125,51400,51400
29127,128500,128500
29129,68900,68900
29131,50100,50100
29133,250700,250700
29135,87200,87200
29137,176500,176500
29139,141500,141500
29141,57700,57700
29143,268100,379100
29145,76500,76500
29147,307000,307000
29149,28100,28100
29151,71900,71900
29153,25000,25000
29155,177400,271200
29157,105900,105900
29159,216600,216600
29161,25800,25800
29163,170000,170000
29165,110400,110400
29167,98500,98500
29169,15000,15000
29171,75300,75300
29173,138900,138900
29175,94300,94300
29177,148300,148300
29179,11000,11000
29181,17000,27000
29183,98600,98600
29185,92900,92900
29186,62700,62700
29187,29200,29200
29189,11400,11400
29195,303900,303900
29197,54600,54600
29199,110800,110800
29201,200100,200100
29203,17000,17000
29205,174000,174000
29207,282900,393300
29209,23500,23500
29211,98300,98300
29213,14000,14000
29215,53100,53100
29217,200400,200400
29219,63100,63100
29221,22000,22000
29223,16200,16200
29225,71500,71500
29227,50600,50600
29229,58400,58400
29510,0,0
30001,102200,103800
30003,195200,204700
30005,291900,295100
30007,77900,77900
30009,70700,76800
30011,130000,133300
30013,272000,276000
30015,591300,598200
30017,106400,107800
30019,298300,355300
30021,252400,269700
30023,11300,11300
30025,130500,136900
30027,401300,407700
30029,42400,44600
30031,129700,136500
30033,198800,200900
30035,269600,280100
30037,63400,63400
30039,18100,18100
30041,471800,482400
30043,21000,21000
30045,195200,2e+05
30047,52400,53500
30049,61600,61600
30051,275500,286200
30053,6500,6500
30055,279900,300400
30057,55000,56200
30059,53600,54300
30061,2700,2700
30063,16100,16100
30065,67500,69000
30067,41800,42400
30069,45900,45900
30071,218500,224600
30073,299500,310200
30075,117000,117000
30077,33000,33000
30079,51000,52100
30081,21200,22000
30083,285500,312600
30085,408000,461200
30087,114100,116100
30089,20000,20000
30091,304200,465400
30093,4000,4000
30095,111100,111100
30097,38400,39100
30099,293900,300300
30101,313500,320200
30103,23700,23700
30105,408200,468400
30107,101700,102300
30109,67500,71900
30111,194900,205400
31001,280300,280300
31003,354100,355200
31005,22700,22700
31007,78600,85700
31009,26800,26800
31011,288100,288100
31013,188400,248600
31015,104900,107400
31017,105300,105300
31019,330500,330500
31021,250100,250100
31023,275600,275600
31025,257000,257000
31027,333800,339500
31029,237100,249200
31031,352100,352100
31033,246500,250500
31035,276600,276600
31037,207300,207300
31039,299900,301000
31041,426100,426100
31043,120500,120500
31045,97000,98700
31047,316800,316800
31049,111200,113600
31051,202300,203300
31053,270700,270700
31055,61300,61300
31057,171900,171900
31059,314500,314500
31061,170200,170200
31063,210200,210200
31065,216200,216200
31067,365400,366000
31069,114700,114700
31071,50800,50800
31073,137400,137400
31075,38000,38000
31077,134200,134200
31079,239700,239700
31081,295200,295200
31083,188600,188600
31085,143500,143500
31087,165300,165300
31089,535600,539100
31091,13500,13500
31093,166400,166400
31095,219500,219500
31097,112500,112500
31099,264200,264200
31101,180900,187200
31103,82500,82500
31105,147600,160400
31107,286000,294800
31109,289500,289500
31111,384500,384500
31113,52900,52900
31115,30900,30900
31117,19000,19000
31119,268800,269900
